,name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,include
1365,amnsbr/3d-cnn-ae,2019-06-21,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.5.2\n', 'extracted_version': '0.5.2'}]",0.5.2,{'plotting': 1},"{'plot_stat_map': 7, 'plotting': 7}",0,1,True
1366,amnsbr/eidev,2025-03-08,"[{'file': 'scripts/setup/requirements.txt', 'version': 'nilearn==0.10\n', 'extracted_version': '0.10'}]",0.10,"{'image': 2, 'surface': 3, 'signal': 2, 'input_data': 3, 'plotting': 1}",{'NiftiLabelsMasker': 3},4,0,True
1367,amnsbr/medical_images,2022-01-27,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",,,,0,0,False
1368,trendscenter/coinstac-regression-fsl,2024-08-15,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 1},"{'plot_stat_map': 2, 'plotting': 2}",1,0,True
1369,trendscenter/coinstac-regression-csv,2024-06-05,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 1},"{'plot_stat_map': 2, 'plotting': 2}",1,0,True
1370,JeremyYeaton/LangNS,2025-01-10,[],,"{'plotting': 2, 'image': 1, 'glm': 1, 'maskers': 1, 'input_data': 1}","{'plot_glass_brain': 2, 'plotting': 4, 'show': 2, 'NiftiMasker': 1, 'input_data': 1, 'load_img': 1, 'image': 1, 'fdr_threshold': 1}",2,0,True
1371,jpgard/ffn-tracer,2020-03-06,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",,,,0,0,False
1372,Oakstem/Utils,2024-08-31,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",,"{'datasets': 1, 'input_data': 1, 'image': 11, 'plotting': 9, 'glm': 1, 'reporting': 1}","{'new_img_like': 6, 'fetch_atlas_harvard_oxford': 1, 'datasets': 1, 'NiftiMasker': 1, 'resample_to_img': 2, 'find_xyz_cut_coords': 1, 'make_first_level_design_matrix': 1, 'plot_design_matrix': 1, 'FirstLevelModel': 1, 'mean_img': 2, 'plot_stat_map': 2, 'plotting': 4, 'show': 2, 'image': 2, 'plot_roi': 2}",6,0,True
1373,serg-shmill/skillfactory_module3,2020-09-28,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,,,0,0,False
1374,1101AlexZab1011/resonet,2023-07-20,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 4, 'input_data': 4, 'plotting': 6}","{'fetch_haxby': 6, 'datasets': 6, 'NiftiMasker': 5, 'view_img': 13, 'plotting': 13}",0,5,True
1375,melanieganz/5HT_clustering,2024-08-22,[],,{'decomposition': 7},,0,7,False
1376,neural-data-science/Ch8_materials,2023-09-01,[],,,,0,0,False
1377,azunre/transfer-learning-for-nlp,2021-07-29,[],,,,0,0,False
1378,LeadingIndiaAI/Segmentation-of-CT-thoracic-organs-using-ResU-Net,2019-07-18,[],,,,0,0,False
1379,bankwagner/DL_Project,2023-12-10,"[{'file': 'docker_network/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'docker_network/prep/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'docker_network/model_1/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'milestone 3/docker_network/train_test/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'milestone 3/docker_network/milestone_3/requirements.txt', 'version': None, 'extracted_version': None}]",,{'image': 4},"{'smooth_img': 4, 'image': 4}",3,1,True
1380,Nialljb/fw-phantom-curation,2023-07-06,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""datalad"", ""pytest"", ""dipy (!=1.4.1)"", ""psutil (>=5.0)"", ""duecredit"", ""matplotlib"", ""nilearn"", ""paramiko"", ""sphinx-argparse"", ""sphinxcontrib-napoleon"", ""black"", ""pybids (>=0.7.0)"", ""xvfbwrapper"", ""nipy"", ""pytest-env"", ""coverage (<5)"", ""codecov"", ""nitime"", ""pytest-timeout"", ""sphinx (>=2.1.2)"", ""sphinxcontrib-apidoc"", ""nbsphinx"", ""pytest-cov"", ""ipython""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1381,Nialljb/hyper-n4-bias-correction,2023-08-17,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""black"", ""codecov"", ""coverage (<5)"", ""datalad"", ""dipy (!=1.4.1)"", ""duecredit"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest"", ""pytest-cov"", ""pytest-env"", ""pytest-timeout"", ""sphinx (>=2.1.2)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""sphinxcontrib-napoleon"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1382,brainhack-school2020/Alex-A14_Brainhack2020,2020-06-12,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,"{'datasets': 2, 'input_data': 2, 'connectome': 2, 'plotting': 2}","{'fetch_cobre': 2, 'datasets': 4, 'fetch_atlas_basc_multiscale_2015': 2, 'ConnectivityMeasure': 2, 'NiftiLabelsMasker': 2, 'find_parcellation_cut_coords': 1, 'plotting': 3, 'plot_matrix': 1, 'plot_roi': 1}",0,2,True
1383,brainhack-school2020/stong3_fMRI_processing,2020-06-12,"[{'file': '02_python_environment/requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,"{'datasets': 1, 'plotting': 1, 'input_data': 1, 'connectome': 1}","{'fetch_atlas_schaefer_2018': 1, 'datasets': 1, 'NiftiLabelsMasker': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 2, 'plotting': 2}",1,0,True
1384,brainhack-school2020/BHS_project_SRastegarnia,2020-07-10,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,"{'plotting': 10, 'datasets': 5, 'image': 9, 'input_data': 5}","{'fetch_haxby': 5, 'datasets': 5, 'NiftiMasker': 15, 'mean_img': 15, 'image': 7, 'plot_stat_map': 4, 'plot_matrix': 13, 'get_data': 2, 'view_img': 1, 'plotting': 2, 'index_img': 1, 'plot_anat': 1, 'plot_epi': 1, 'plot_roi': 2}",1,4,True
1385,brainhack-school2020/anproulx-fMRI-autism,2020-06-10,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,"{'plotting': 2, 'input_data': 3, 'datasets': 2, 'image': 4, 'connectome': 2}","{'datasets': 6, 'nilearn': 1, 'fetch_abide_pcp': 2, 'fetch_atlas_basc_multiscale_2015': 3, 'plot_roi': 1, 'plotting': 3, 'load_img': 1, 'NiftiLabelsMasker': 2, 'mean_img': 1, 'image': 1, 'plot_stat_map': 1, 'NiftiSpheresMasker': 1, 'input_data': 1, 'ConnectivityMeasure': 3, 'plot_connectome': 1}",0,2,True
1386,lusimoncelli/neurocomp,2024-07-15,"[{'file': 'Pipfile', 'version': 'nilearn = ""*""\n', 'extracted_version': '0.0.0'}, {'file': 'Pipfile.lock', 'version': '        ""nilearn"": {\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 2, 'image': 1, 'masking': 1, 'decoding': 1, 'input_data': 1}","{'plot_epi': 1, 'plotting': 1, 'compute_epi_mask': 1, 'masking': 2, 'apply_mask': 1}",2,0,True
1387,yeatmanlab/teaching,2024-12-04,[],,"{'datasets': 4, 'plotting': 7, 'image': 3, 'glm': 3, 'maskers': 1, 'decoding': 1, 'surface': 2, 'signal': 1}","{'datasets': 3, 'nilearn': 3, 'plot_anat': 5, 'plotting': 29, 'MNI152_FILE_PATH': 5, 'image': 13, 'mean_img': 6, 'plot_epi': 2, 'view_img': 5, 'fetch_localizer_first_level': 1, 'func': 1, 'load_img': 3, 'iter_img': 1, 'clean_img': 2, 'FirstLevelModel': 3, 'plot_design_matrix': 3, 'compute_regressor': 1, 'plot_contrast_matrix': 5, 'threshold_img': 1, 'plot_stat_map': 2, 'index_img': 1, 'NiftiMasker': 1, 'math_img': 1, 'Decoder': 1, 'load_surf_mesh': 4, 'surface': 4, 'plot_surf': 4, 'fetch_surf_fsaverage': 2, 'view_surf': 1, 'plot_img_on_surf': 1, 'view_img_on_surf': 4, 'fetch_atlas_surf_destrieux': 1, 'plot_roi': 2, 'vol_to_surf': 2, 'plot_surf_stat_map': 4}",0,4,True
1388,dcdace/fMRI-COGNESTIC-23,2024-12-18,"[{'file': 'environment.yml', 'version': '    - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'glm': 7, 'plotting': 7, 'datasets': 4, 'reporting': 3, 'image': 1, 'regions': 1}","{'FirstLevelModel': 3, 'plot_glass_brain': 2, 'plotting': 13, 'show': 2, 'SecondLevelModel': 2, 'threshold_stats_img': 10, 'load_mni152_template': 3, 'plot_stat_map': 9, 'fetch_surf_fsaverage': 1, 'datasets': 1, 'view_img_on_surf': 1, 'get_clusters_table': 3, 'plot_design_matrix': 4, 'plot_contrast_matrix': 1, 'mean_img': 2, 'image': 6, 'view_img': 2, 'resample_to_img': 1, 'plot_anat': 2, 'smooth_img': 1, 'plot_epi': 1, 'threshold_img': 1, 'connected_regions': 1, 'math_img': 1, 'plot_roi': 1}",1,3,True
1389,dcdace/temp,2024-08-27,[],,,,0,0,False
1390,LifangHe/BrainGNN_Pytorch,2021-05-13,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.1\n', 'extracted_version': '0.7.1'}]",0.7.1,"{'datasets': 1, 'connectome': 1}","{'fetch_abide_pcp': 1, 'datasets': 1, 'ConnectivityMeasure': 4, 'connectome': 4}",2,0,True
1391,Gilles86/summerschool2017_notebooks,2017-08-02,[],,"{'plotting': 6, 'datasets': 3, 'input_data': 3, 'connectome': 3}","{'plotting': 25, 'nilearn': 8, 'plot_stat_map': 6, 'fetch_atlas_msdl': 3, 'datasets': 3, 'NiftiMapsMasker': 6, 'ConnectivityMeasure': 6, 'find_xyz_cut_coords': 3, 'image': 4, 'plot_connectome': 12}",0,5,True
1392,Gilles86/siemens_pilots,2025-03-20,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",,"{'surface': 6, 'image': 8, 'input_data': 1, 'glm': 1, 'plotting': 5}","{'load_surf_data': 3, 'surface': 5, 'vol_to_surf': 2, 'load_img': 17, 'image': 47, 'new_img_like': 4, 'NiftiMasker': 2, 'resample_to_img': 2, 'smooth_img': 1, 'make_first_level_design_matrix': 1, 'index_img': 6, 'crop_img': 3, 'plot_img': 4, 'plotting': 4, 'math_img': 2, '_crop_img_to': 1, 'mean_img': 12}",7,2,True
1393,CoBrALab/TractREC,2018-01-31,"[{'file': 'requirements.txt', 'version': 'nilearn >= 0.2.4\n', 'extracted_version': '0.2.4'}]",0.2.4,,,0,0,False
1394,jamelink/langnet_paper,2025-04-01,[],,"{'plotting': 6, 'image': 6}","{'load_img': 6, 'image': 6, 'find_parcellation_cut_coords': 6, 'plotting': 20, 'plot_markers': 5, 'plot_connectome': 9}",1,5,True
1395,vsoch/fmriprep-debug,2017-07-25,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'wrapper/setup.py', 'version': None, 'extracted_version': None}, {'file': 'docs/environment.yml', 'version': '    - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 7, 'masking': 1}","{'resample_img': 2, 'image': 4, 'load_img': 3, 'new_img_like': 3, 'resample_to_img': 3, 'compute_epi_mask': 1, 'concat_imgs': 1}",5,0,True
1396,vsoch/forward-modeling-cognitive-concepts,2016-08-17,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'image': 1},{'resample_img': 1},1,0,True
1397,vsoch/pybraincompare,2018-04-18,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': ""                        'scipy', 'scikit-learn', 'nibabel', 'nilearn',\n"", 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 6, 'plotting': 4, 'masking': 3}","{'resample_img': 7, 'compute_epi_mask': 1, 'apply_mask': 3, 'plot_roi': 2, 'plot_stat_map': 1, 'plot_anat': 1, 'plot_glass_brain': 1, 'plotting': 1}",10,0,True
1398,vsoch/fMRI_Cubical_Persistence,2020-10-22,"[{'file': 'pyproject.toml', 'version': '^0.6.1', 'extracted_version': '0.6.1'}]",0.6.1,{'input_data': 2},"{'image': 6, 'nilearn': 6, 'NiftiMasker': 2}",2,0,True
1399,vsoch/TtoZ,2016-02-22,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",,,,0,0,False
1400,vsoch/qcapp,2025-04-03,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, 'plotting': 2}","{'OrthoSlicer': 4, 'displays': 4, 'plot_anat': 3, 'plotting': 4, 'plot_roi': 1, 'new_img_like': 2, 'image': 3, 'coord_transform': 1}",1,0,True
1401,mnoergaard/petqc,2022-02-19,"[{'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': '>= 0.2.6, != 0.5.0, != 0.5.1', 'extracted_version': '0.0.0'}]",0.0.0,"{'signal': 1, 'plotting': 4, 'image': 2, 'masking': 1}","{'clean': 1, 'plot_anat': 4, 'plotting': 1, 'plot_roi': 7, 'mean_img': 3, 'new_img_like': 6}",4,1,True
1402,mnoergaard/petprep_extract_tacs,2024-12-18,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1403,jreivilo/leafliction,2024-11-07,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io (>=0.2.4)"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.0)"", ""pyqt6-qt6 (!=6.6.0,!=6.7.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1404,IVAN-Hu-yi/NMA,2023-07-27,"[{'file': 'python/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'python/setup.py', 'version': None, 'extracted_version': None}]",,{'plotting': 2},{'plot_connectome': 1},1,1,True
1405,AbdelbassetBrahim/GSP-applied-on-ASD-classification,2020-03-10,[],,"{'input_data': 7, 'datasets': 9, 'connectome': 14, 'plotting': 9, 'decomposition': 5, 'regions': 8, 'image': 2, 'surface': 1}","{'fetch_icbm152_2009': 2, 'NiftiLabelsMasker': 2, 'fetch_abide_pcp': 2, 'ConnectivityMeasure': 3, 'sym_matrix_to_vec': 3, 'signals_to_img_labels': 2, 'mean_img': 10, 'image': 5, 'plot_stat_map': 5, 'plotting': 10, 'show': 1, 'fetch_surf_fsaverage': 1, 'datasets': 1, 'vol_to_surf': 2, 'plot_surf_stat_map': 4}",4,1,True
1406,fred-kr/signal-editor,2024-02-13,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""EDFlib-Python"", ""PyQt6 (!=6.6.1)"", ""PyQt6-Qt6 (!=6.6.1)"", ""darkdetect"", ""defusedxml"", ""dipy"", ""eeglabio"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""mne[hdf5]"", ""nibabel"", ""nilearn"", ""numba"", ""numexpr"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pybv"", ""pyobjc-framework-Cocoa (>=5.2.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1407,zhuemann/cog_2d_segmentation,2025-02-08,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",,{'image': 9},{'resample_img': 9},9,0,True
1408,fbarrett/napp_ni,2024-12-08,[],,"{'datasets': 2, 'signal': 2, 'connectome': 4, 'input_data': 2, 'glm': 1, 'image': 1}","{'NiftiLabelsMasker': 7, 'ConnectivityMeasure': 2, 'clean': 4, 'signal': 4, 'sym_matrix_to_vec': 2, 'connectome': 9, 'vec_to_sym_matrix': 7, 'make_first_level_design_matrix': 1}",4,0,True
1409,neuralabc/mvcomp,2024-06-11,"[{'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': ""        'nilearn',\n"", 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 1},"{'plot_img': 2, 'plotting': 2}",1,0,True
1410,LenFrahm/pyALE,2024-08-21,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,{'plotting': 2},"{'plot_stat_map': 1, 'plotting': 1}",2,0,True
1411,drasbaek/AdvCogNeuro,2023-12-05,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'glm': 30, 'plotting': 35, 'image': 30, 'decoding': 6, 'input_data': 2, 'masking': 2, 'reporting': 4, 'datasets': 1}","{'make_first_level_design_matrix': 8, 'plot_design_matrix': 8, 'FirstLevelModel': 4, 'concat_imgs': 6, 'index_img': 8, 'load_img': 6, 'new_img_like': 12, 'plot_img': 4, 'SearchLight': 2, 'plot_glass_brain': 35, 'plotting': 40, 'plot_stat_map': 18, 'NiftiMasker': 2, 'glover_hrf': 15, 'glover_time_derivative': 6, 'apply_mask': 2, 'math_img': 4, 'mean_img': 6, 'SecondLevelModel': 8, 'threshold_stats_img': 12, 'threshold_img': 6, 'show': 12, 'plot_anat': 1, 'first_level_from_bids': 3, 'image': 2, 'plot_contrast_matrix': 4, 'get_clusters_table': 5, 'make_glm_report': 2, 'get_data': 2, 'non_parametric_inference': 2, '_cosine_drift': 1, 'fetch_language_localizer_demo_dataset': 1}",1,13,True
1412,bioconvert/bioconvert,2023-12-01,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': None, 'extracted_version': None}]",,,,0,0,False
1413,ashleyhumphries/rsa-sl,2024-08-29,[],,{'image': 1},"{'load_img': 2, 'image': 2}",1,0,True
1414,hannah1809/ibc_latent,2025-02-14,"[{'file': 'GLM/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 7, 'image': 3, 'glm': 8}","{'make_first_level_design_matrix': 3, 'FirstLevelModel': 3, 'index_img': 1, 'image': 1, 'plot_img': 1, 'plotting': 5, 'plot_design_matrix': 2, 'plot_stat_map': 2, 'show': 3, 'plot_glass_brain': 1, 'plot_event': 1, 'glm': 4, 'fit': 1, 'compute_contrast': 1}",1,2,True
1415,King-Debo/Brain-Computer-Interface,2023-12-08,[],,,,0,0,False
1416,main-training/main-training-nilearn-ml,2019-11-14,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.6.0a\n', 'extracted_version': '0.6'}]",0.6,"{'datasets': 3, 'plotting': 2, 'image': 2, 'input_data': 2, 'connectome': 1}","{'MNI152_FILE_PATH': 4, 'datasets': 7, 'plot_img': 2, 'plotting': 10, 'view_img': 2, 'smooth_img': 1, 'image': 1, 'fetch_haxby': 1, 'plot_epi': 1, 'mean_img': 1, 'NiftiMasker': 2, 'fetch_development_fmri': 1, 'fetch_atlas_basc_multiscale_2015': 1, 'plot_roi': 1, 'NiftiLabelsMasker': 1, 'ConnectivityMeasure': 3, 'plot_matrix': 2, 'show': 2}",0,2,True
1417,isaacrc/MEI_project,2024-01-25,[],,"{'input_data': 46, 'datasets': 17, 'plotting': 86, 'glm': 28, 'image': 57, 'masking': 30, 'reporting': 1}","{'compute_epi_mask': 4, 'masking': 4, 'nilearn': 4, 'resample_to_img': 4, 'fetch_atlas_schaefer_2018': 9, 'datasets': 10, 'unmask': 9, 'plot_stat_map': 33, 'plot_roi': 7, 'image': 20, 'index_img': 2, 'NiftiMasker': 3, 'clean_img': 2, 'smooth_img': 2, 'concat_imgs': 2, 'find_xyz_cut_coords': 1, 'plot_connectome': 1, 'view_img': 2, 'fetch_atlas_harvard_oxford': 1, 'NiftiLabelsMasker': 1, 'MultiNiftiMasker': 1}",13,18,True
1418,chrisgorgo/marvin,2018-04-04,[],,{'image': 1},"{'resample_img': 1, 'image': 1}",1,0,True
1419,canlab/CanlabScripts,2024-12-02,[],,,,0,0,False
1420,ggbioing/mcvae,2021-04-24,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '- conda-forge # nibabel, nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1421,yash-choudhary/Very-Fast-Neural-Style-Transfer,2020-07-05,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,,,0,0,False
1422,NDCLab/thrive-theta-ddm,2025-01-26,"[{'file': 'containers/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'containers/environment.yml', 'version': '- nilearn==0.7.1\n', 'extracted_version': '0.7.1'}]",0.7.1,,,0,0,False
1423,NDCLab/read-study1,2024-05-07,"[{'file': 'containers/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'containers/environment.yml', 'version': '- nilearn==0.7.1\n', 'extracted_version': '0.7.1'}]",0.7.1,,,0,0,False
1424,delaneyjohnston/mt_deep,2021-01-25,[],,"{'datasets': 1, 'image': 1, 'plotting': 1}","{'fetch_atlas_aal': 1, 'load_img': 2, 'coord_transform': 3, 'new_img_like': 2, 'load_mni152_template': 2, 'plot_stat_map': 1, 'smooth_img': 2, 'plot_glass_brain': 1}",1,0,True
1425,delaneyjohnston/falff_cifti,2019-04-25,[],,"{'plotting': 1, 'image': 1}",,1,0,False
1426,leond32/Registration,2024-07-24,"[{'file': 'environment.yml', 'version': '      - nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,,,0,0,False
1427,JawdatToume/funfMRI,2023-12-14,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'codes/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,"{'plotting': 7, 'image': 2}",,7,0,False
1428,ViniciusLima94/naturalistic_arm_movements,2024-11-06,"[{'file': 'environment/environment.yml', 'version': None, 'extracted_version': None}]",,{'plotting': 2},{'plot_markers': 1},0,1,True
1429,Meta-VCI-Map/LSMviewer,2021-11-23,"[{'file': 'environment.yml', 'version': '  - nilearn=0.8.1=pyhd8ed1ab_0\n', 'extracted_version': '0.8.1'}]",0.8.1,,,0,0,False
1431,neurohackademy/hub-image-2022,2022-08-04,"[{'file': 'environment.yml', 'version': '    - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1432,21P31A05C0sonam/AI-Projects-for-Healthcare,2024-08-22,"[{'file': 'AI-Projects-for-Healthcare-master/AI-Projects-for-Healthcare-master/Heart Failure - Exploratory Data Analysis/environment.yml', 'version': '    - nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,,,0,0,False
1433,arthurmensch/hcp_builder,2018-07-30,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'hcp_builder/setup.py', 'version': None, 'extracted_version': None}]",,"{'datasets': 1, '_utils': 1, 'image': 1}","{'_fetch_file': 2, 'check_niimg': 1, 'new_img_like': 3}",2,0,True
1434,arthurmensch/cogspaces,2020-08-28,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.4.0\n', 'extracted_version': '0.4.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'cogspaces/setup.py', 'version': None, 'extracted_version': None}]",0.4.0,"{'input_data': 3, '_utils': 1, 'datasets': 5, 'image': 2, 'plotting': 1, 'surface': 1}","{'NiftiMasker': 5, 'find_xyz_cut_coords': 1, 'plot_stat_map': 1, 'plot_glass_brain': 1, 'fetch_surf_fsaverage5': 2, 'check_niimg': 1, 'iter_img': 2, 'datasets': 2, 'load_surf_mesh': 1, 'surface': 3, 'vol_to_surf': 1, 'load_mni152_brain_mask': 1, 'image': 3, 'math_img': 2, 'load_surf_data': 1, '_fetch_file': 2, 'fetch_neurovault_ids': 1, '_get_dataset_dir': 3, '_fetch_files': 3}",7,0,True
