name,last_commit,versions,n_notebook,n_notebook_parsed,n_python_file,n_python_file_parsed,import_counts,function_counts,contains_python_2,extracted_version,lockfile,has_version,has_imports,use_imports,include,user,repo,content,p_notebook_parsed,p_python_file_parsed,duplicated_repo
VU-Cog-Sci/prfpy,2025-03-03,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",1,0,2,1,{'glm': 1},"{'spm_hrf': 2, 'spm_time_derivative': 2, 'spm_dispersion_derivative': 2}",False,0.0.0,requirements.txt,True,True,True,True,VU-Cog-Sci,prfpy,python,0.0,0.5,False
NCBI-Hackathons/clint,2018-04-18,[],3,1,1,1,"{'image': 2, 'plotting': 2}","{'load_img': 4, 'plot_stat_map': 6, 'new_img_like': 5}",False,n/a,n/a,False,True,True,True,NCBI-Hackathons,clint,mixed,0.3333333333333333,1.0,False
HwangLabNeuroCogDynamics/ThalamicTaskHubs,2023-11-03,[],0,0,2,1,"{'image': 3, 'input_data': 1, 'masking': 1}","{'NiftiLabelsMasker': 8, 'resample_to_img': 2, 'apply_mask': 1, 'NiftiMasker': 1}",False,n/a,n/a,False,True,True,True,HwangLabNeuroCogDynamics,ThalamicTaskHubs,python,n/a,0.5,False
HwangLabNeuroCogDynamics/IntegrativeHubs,2025-04-04,[],0,0,6,6,"{'maskers': 4, 'plotting': 4, 'datasets': 1, 'surface': 1}","{'image': 2, 'nilearn': 5, 'masking': 3, 'NiftiLabelsMasker': 1, 'plot_stat_map': 1, 'plot_glass_brain': 4}",False,n/a,n/a,False,True,True,True,HwangLabNeuroCogDynamics,IntegrativeHubs,python,n/a,1.0,True
HwangLabNeuroCogDynamics/thalpy,2022-04-09,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}]",0,0,6,5,"{'glm': 2, 'plotting': 3, 'signal': 1, 'input_data': 2, '_utils': 2, 'image': 2, 'masking': 2, 'maskers': 1}","{'load_niimg': 1, 'make_first_level_design_matrix': 1, 'OLSModel': 1, 'regression': 1, 'butterworth': 1, 'NiftiLabelsMasker': 1, 'math_img': 1, 'NiftiMasker': 2, 'intersect_masks': 1, 'plot_stat_map': 1, 'plot_matrix': 1, 'show': 1, 'check_niimg_4d': 1, '_load_mask_img': 1, 'coord_transform': 1, '_apply_mask_and_get_affinity': 1}",False,0.8.0,requirements.txt,True,True,True,True,HwangLabNeuroCogDynamics,thalpy,python,n/a,0.8333333333333334,False
HwangLabNeuroCogDynamics/ThalHi_MRI,2024-10-28,[],1,0,15,15,"{'image': 13, 'datasets': 3, 'input_data': 5, 'masking': 13, 'maskers': 5, '_utils': 2, 'plotting': 3, 'decoding': 1}","{'nilearn': 24, 'NiftiMasker': 9, '_load_mask_img': 2, 'coord_transform': 2, '_apply_mask_and_get_affinity': 2, 'check_niimg_4d': 1, 'NiftiLabelsMasker': 4, 'new_img_like': 9, 'apply_mask': 15, 'index_img': 1, 'masking': 3, 'unmask': 7, 'image': 4, 'load_mni152_template': 1, 'resample_to_img': 2}",False,n/a,n/a,False,True,True,True,HwangLabNeuroCogDynamics,ThalHi_MRI,python,0.0,1.0,False
NeuroenergeticsLab/control_costs,2025-01-29,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}]",0,0,8,8,"{'input_data': 6, 'plotting': 3}","{'NiftiLabelsMasker': 6, 'plot_surf': 13}",False,0.10.0,requirements.txt,True,True,True,True,NeuroenergeticsLab,control_costs,python,n/a,1.0,False
NeuroenergeticsLab/two_modes_of_hemodynamics,2025-03-21,"[{'file': 'environment.yml', 'version': '  - nilearn=0.9.2=pyhd8ed1ab_0\n', 'extracted_version': '0.9.2'}]",10,9,0,0,"{'plotting': 9, 'input_data': 9, 'image': 11, 'datasets': 5, 'glm': 3, 'surface': 4, 'regions': 1}","{'NiftiMasker': 68, 'plot_img': 164, 'coord_transform': 1, 'threshold_stats_img': 9, 'fetch_surf_fsaverage': 7, 'vol_to_surf': 16, 'plot_surf_stat_map': 32, 'math_img': 2, 'index_img': 6, 'plot_roi': 2, 'new_img_like': 3, 'threshold_img': 1, 'concat_imgs': 1, 'connected_regions': 3, 'load_img': 6}",False,0.9.2,environment.yml,True,True,True,True,NeuroenergeticsLab,two_modes_of_hemodynamics,notebook,0.9,n/a,False
NeuroenergeticsLab/energetic_costs,2023-11-08,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",3,2,2,1,"{'datasets': 2, 'input_data': 3}","{'fetch_atlas_yeo_2011': 2, 'NiftiMasker': 3}",False,0.0.0,environment.yml,True,True,True,True,NeuroenergeticsLab,energetic_costs,mixed,0.6666666666666666,0.5,False
NeuroenergeticsLab/confidence_prediction_energy,2024-11-21,"[{'file': 'environment.yml', 'version': '  - nilearn=0.7.0=pyhd8ed1ab_0\n', 'extracted_version': '0.7.0'}]",1,1,0,0,"{'image': 1, 'plotting': 1}","{'load_img': 1, 'math_img': 1, 'plot_roi': 1}",False,0.7.0,environment.yml,True,True,True,True,NeuroenergeticsLab,confidence_prediction_energy,notebook,1.0,n/a,False
SD0313/MGMT-Methylation-Detection,2023-12-22,[],4,1,0,0,{'plotting': 1},"{'image': 2, 'nilearn': 2, 'plot_anat': 1, 'plot_epi': 1, 'plot_img': 1, 'plot_roi': 1}",False,n/a,n/a,False,True,True,True,SD0313,MGMT-Methylation-Detection,notebook,0.25,n/a,False
kahartma/eeggan,2020-08-19,"[{'file': 'environment.yml', 'version': '  - nilearn=0.6.2=pyh5ca1d4c_0\n', 'extracted_version': '0.6.2'}]",0,0,0,0,{},{},False,0.6.2,environment.yml,True,False,False,True,kahartma,eeggan,mixed,n/a,n/a,False
kir0ul/Neuromatch-Eotyrannus_Stick,2023-07-28,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}]",3,0,3,0,{},{},False,n/a,n/a,False,False,False,False,kir0ul,Neuromatch-Eotyrannus_Stick,mixed,0.0,0.0,False
chessgoose/sciml-final-project,2024-12-03,[],1,1,1,1,"{'datasets': 2, 'image': 2, 'masking': 2, 'plotting': 1, 'input_data': 2}","{'fetch_atlas_harvard_oxford': 3, 'NiftiLabelsMasker': 4, 'mean_img': 1, 'compute_epi_mask': 1, 'smooth_img': 2}",False,n/a,n/a,False,True,True,True,chessgoose,sciml-final-project,mixed,1.0,1.0,False
scilus/scilpy,2025-03-17,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.*\n', 'extracted_version': '0.9'}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0,0,1,1,{'plotting': 1},{'plot_glass_brain': 1},False,0.9,requirements.txt,True,True,True,True,scilus,scilpy,python,n/a,1.0,False
LABSN-pubs/MRI-3D-RECONSTRUCTION,2024-01-07,[],1,1,1,1,{'plotting': 2},"{'image': 4, 'nilearn': 4, 'plot_anat': 2, 'plot_epi': 2, 'plot_img': 2, 'plot_roi': 2}",False,n/a,n/a,False,True,True,True,LABSN-pubs,MRI-3D-RECONSTRUCTION,mixed,1.0,1.0,True
LABSN-pubs/subgroups_bias_mit,2025-02-25,[],0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,LABSN-pubs,subgroups_bias_mit,mixed,n/a,n/a,True
LABSN-pubs/2022-BrainTopogr-fNIRS-AV,2022-02-11,[],0,0,2,2,{'glm': 2},{'make_first_level_design_matrix': 2},False,n/a,n/a,False,True,True,True,LABSN-pubs,2022-BrainTopogr-fNIRS-AV,python,n/a,1.0,True
Henry80074/portfolio_site,2021-10-13,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.0\n', 'extracted_version': '0.7.0'}]",0,0,0,0,{},{},False,0.7.0,requirements.txt,True,False,False,True,Henry80074,portfolio_site,mixed,n/a,n/a,False
kulaizki/neurotypical-vs-asd,2025-03-31,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.9.2\n', 'extracted_version': '0.9.2'}]",0,0,1,1,"{'plotting': 1, 'datasets': 2, 'connectome': 1, 'maskers': 1, 'image': 1}","{'fetch_abide_pcp': 1, 'fetch_atlas_aal': 2, 'NiftiLabelsMasker': 1, 'load_img': 1, 'ConnectivityMeasure': 1, 'plot_connectome': 4, 'view_connectome': 3}",False,0.9.2,requirements.txt,True,True,True,True,kulaizki,neurotypical-vs-asd,python,n/a,1.0,False
Cogitate-consortium/iEEG-data-release,2025-02-24,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,pyproject.toml,True,False,False,True,Cogitate-consortium,iEEG-data-release,mixed,n/a,n/a,False
Cogitate-consortium/cogitate-msp1,2025-02-06,"[{'file': 'coglib/bayesFactor/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'coglib/ieeg/plotting_uniformization/requirements.txt', 'version': None, 'extracted_version': None}]",0,0,12,12,"{'image': 11, 'surface': 2, 'regions': 2, 'plotting': 4, 'glm': 2, 'input_data': 9, 'decoding': 4}","{'smooth_img': 2, 'load_img': 2, 'vol_to_surf': 4, 'Parcellations': 2, '_get_faces_on_edge': 4, 'non_parametric_inference': 2, 'nilearn': 11, 'plot_stat_map': 1, 'show': 2, 'image': 4, 'plot_img': 1, 'index_img': 14, 'NiftiMasker': 10}",False,n/a,n/a,False,True,True,True,Cogitate-consortium,cogitate-msp1,python,n/a,1.0,False
SKHAB0/Transformer_based_AE_fMRI,2024-03-21,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,6,6,{'plotting': 6},{},False,n/a,n/a,False,True,False,True,SKHAB0,Transformer_based_AE_fMRI,python,n/a,1.0,False
lab-midas/tcia-lesions,2021-06-11,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",1,1,1,0,{'image': 1},{},False,n/a,n/a,False,True,False,True,lab-midas,tcia-lesions,notebook,1.0,0.0,False
lab-midas/TCIA_processing,2022-06-03,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0,0,1,1,{'image': 1},{},False,0.0.0,requirements.txt,True,True,False,True,lab-midas,TCIA_processing,python,n/a,1.0,False
lab-midas/autoPET,2024-05-14,"[{'file': 'nnUNet_baseline/requirements.txt', 'version': None, 'extracted_version': None}]",0,0,2,2,{'image': 2},{},False,n/a,n/a,False,True,False,True,lab-midas,autoPET,python,n/a,1.0,False
GrzegorzSzczepanek/Lie-Detector,2025-02-23,"[{'file': 'classificators_and_data/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'classificators_and_data/neural_networks/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'classificators_and_data/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'experiment/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'classificators_and_data/poetry.lock', 'version': 'full = [""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io (>=0.2.4)"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.0)"", ""pyqt6-qt6 (!=6.6.0,!=6.7.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}, {'file': 'experiment/poetry.lock', 'version': 'full = [""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.1)"", ""pyqt6-qt6 (!=6.6.1,!=6.6.2,!=6.6.3)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,poetry.lock,True,False,False,True,GrzegorzSzczepanek,Lie-Detector,mixed,n/a,n/a,False
JacquesStout/DTC_private,2024-07-07,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",0,0,1,1,"{'input_data': 1, 'interfaces': 1, 'connectome': 1}","{'NiftiLabelsMasker': 1, 'load_confounds': 1, 'ConnectivityMeasure': 2}",False,n/a,n/a,False,True,True,True,JacquesStout,DTC_private,python,n/a,1.0,False
kkorolev1/as_dla,2023-12-16,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0,0,0,0,{},{},False,0.10.2,requirements.txt,True,False,False,True,kkorolev1,as_dla,mixed,n/a,n/a,False
kkorolev1/ss_dla,2023-11-13,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0,0,0,0,{},{},False,0.10.1,requirements.txt,True,False,False,True,kkorolev1,ss_dla,mixed,n/a,n/a,False
SIMEXP/fmriprep-denoise-benchmark,2024-01-23,"[{'file': 'binder/requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",2,0,8,7,"{'maskers': 1, 'signal': 1, 'interfaces': 1, 'connectome': 2, 'image': 1, 'plotting': 2, 'datasets': 1}","{'NiftiLabelsMasker': 1, 'NiftiMapsMasker': 1, 'load_confounds': 1, 'load_confounds_strategy': 1, 'clean': 1, 'vec_to_sym_matrix': 1, 'index_img': 2, 'find_probabilistic_atlas_cut_coords': 3, 'ConnectivityMeasure': 1, '_reorder_matrix': 1}",False,0.9.1,requirements.txt,True,True,True,True,SIMEXP,fmriprep-denoise-benchmark,python,0.0,0.875,False
SIMEXP/ad_sz,2023-09-22,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.9.2\n', 'extracted_version': '0.9.2'}]",1,1,0,0,"{'connectome': 1, 'maskers': 3, 'datasets': 2, 'masking': 1, 'plotting': 2, 'image': 4}","{'fetch_atlas_basc_multiscale_2015': 1, 'fetch_development_fmri': 1, 'compute_multi_epi_mask': 1, 'plot_roi': 3, 'fetch_icbm152_brain_gm_mask': 1, 'resample_to_img': 3, 'math_img': 1, 'NiftiMasker': 4, 'NiftiLabelsMasker': 2}",False,0.9.2,requirements.txt,True,True,True,True,SIMEXP,ad_sz,notebook,1.0,n/a,False
SIMEXP/fmriprep-reproducibility,2022-05-03,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.0\n', 'extracted_version': '0.9.0'}]",1,1,2,2,"{'plotting': 3, 'input_data': 1}","{'plot_img': 2, 'view_img': 1}",False,0.9.0,requirements.txt,True,True,True,True,SIMEXP,fmriprep-reproducibility,mixed,1.0,1.0,False
SIMEXP/rs-autoregression-prediction,2025-02-25,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0,0,7,7,"{'signal': 1, 'connectome': 5, 'image': 3, 'maskers': 3, 'plotting': 3}","{'clean': 1, 'sym_matrix_to_vec': 2, 'ConnectivityMeasure': 4}",False,0.0.0,pyproject.toml,True,True,True,True,SIMEXP,rs-autoregression-prediction,python,n/a,1.0,False
SIMEXP/hpc_schizo,2017-06-21,[],1,0,3,0,{},{},True,n/a,n/a,False,False,False,False,SIMEXP,hpc_schizo,mixed,0.0,0.0,False
SIMEXP/bwas_wrapper,2020-05-27,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.6.2\n', 'extracted_version': '0.6.2'}, {'file': 'setup.py', 'version': 'nilearn', 'extracted_version': '0.0.0'}]",1,0,3,1,{'input_data': 1},{'NiftiMasker': 1},False,several_versions_detected,several_lockfile_detected,True,True,True,True,SIMEXP,bwas_wrapper,python,0.0,0.3333333333333333,False
SIMEXP/dynamic-states-parcellations,2020-02-22,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.1\n', 'extracted_version': '0.6.1'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",2,1,3,3,"{'plotting': 2, 'datasets': 1, 'masking': 2, 'signal': 1, 'input_data': 2, 'image': 2, 'regions': 1}","{'fetch_nyu_rest': 1, 'fetch_atlas_basc_multiscale_2015': 1, 'unmask': 4, 'plot_stat_map': 2, 'resample_to_img': 1, 'NiftiMasker': 2, 'clean': 2, 'connected_label_regions': 1, 'coord_transform': 1}",False,0.6.1,requirements.txt,True,True,True,True,SIMEXP,dynamic-states-parcellations,mixed,0.5,1.0,False
SIMEXP/giga_auto_qc,2023-12-08,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0,0,1,1,"{'image': 1, 'masking': 1}","{'intersect_masks': 1, '_load_mask_img': 1, 'load_img': 2, 'resample_to_img': 1}",False,0.0.0,pyproject.toml,True,True,True,True,SIMEXP,giga_auto_qc,python,n/a,1.0,False
SIMEXP/DeepNeuroAN,2020-12-16,"[{'file': 'setup.py', 'version': 'nilearn', 'extracted_version': '0.0.0'}]",5,3,2,1,"{'plotting': 4, 'image': 4, 'datasets': 2, 'masking': 1}","{'load_img': 9, 'plot_epi': 2, 'mean_img': 5, 'index_img': 1, 'view_img': 9, 'nilearn': 5, 'MNI152_FILE_PATH': 1, 'plot_roi': 1, 'plot_anat': 4}",False,0.0.0,setup.py,True,True,True,True,SIMEXP,DeepNeuroAN,mixed,0.6,0.5,False
SIMEXP/ukbb_scaling_reports,2025-02-04,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'binder/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,requirements.txt,True,False,False,True,SIMEXP,ukbb_scaling_reports,mixed,n/a,n/a,False
SIMEXP/Projects,2017-04-12,[],11,3,0,0,{'plotting': 3},"{'plot_stat_map': 16, 'plot_glass_brain': 4, 'image': 3, 'nilearn': 3}",True,n/a,n/a,False,True,True,True,SIMEXP,Projects,notebook,0.2727272727272727,n/a,False
Bronte-Mckeown/mDES_States,2023-10-21,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,6,6,"{'plotting': 3, 'datasets': 6, 'surface': 3, 'maskers': 3}","{'fetch_surf_fsaverage': 3, 'load_surf_mesh': 6, 'vol_to_surf': 3, 'plot_surf_stat_map': 3, 'fetch_atlas_yeo_2011': 3, 'NiftiLabelsMasker': 3}",False,n/a,n/a,False,True,True,True,Bronte-Mckeown,mDES_States,python,n/a,1.0,False
RonvdKlundert/cfdn,2023-03-08,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '    - nilearn==0.9.2\n', 'extracted_version': '0.9.2'}]",5,5,3,3,{'surface': 10},{'load_surf_data': 2},False,0.9.2,environment.yml,True,True,True,True,RonvdKlundert,cfdn,mixed,1.0,1.0,False
pyhrf/scipy2017-notebook,2017-06-29,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",1,1,0,0,"{'plotting': 1, 'image': 2, 'input_data': 1, 'datasets': 1}","{'load_img': 7, 'NiftiMasker': 1, 'resample_img': 1, 'mean_img': 1, 'plot_epi': 1, 'plot_roi': 2, 'fetch_neurovault_ids': 1, 'new_img_like': 1, 'plot_stat_map': 2}",False,0.0.0,requirements.txt,True,True,True,True,pyhrf,scipy2017-notebook,notebook,1.0,n/a,False
amennen/greenEyes_BIDS,2020-06-27,[],4,4,3,3,"{'image': 38, 'plotting': 21, 'masking': 14, 'input_data': 7}","{'apply_mask': 27, 'NiftiMasker': 13, 'new_img_like': 8}",False,n/a,n/a,False,True,True,True,amennen,greenEyes_BIDS,mixed,1.0,1.0,False
amennen/greenEyes_offline,2022-01-30,[],25,23,42,40,"{'image': 307, 'plotting': 188, 'masking': 122, 'input_data': 64}","{'NiftiMasker': 4, 'apply_mask': 6, 'intersect_masks': 2, 'load_img': 7, 'resample_to_img': 4, 'index_img': 2, 'plot_roi': 5, 'plot_img': 1, 'iter_img': 1, 'plot_stat_map': 1, 'plot_anat': 1}",False,n/a,n/a,False,True,True,True,amennen,greenEyes_offline,mixed,0.92,0.9523809523809523,False
amennen/neu350,2020-04-02,[],2,2,0,0,{'signal': 2},{'clean': 2},False,n/a,n/a,False,True,True,True,amennen,neu350,notebook,1.0,n/a,True
amennen/penn_plotting_additions,2020-12-31,[],0,0,27,7,"{'image': 16, 'masking': 9, 'plotting': 8, 'input_data': 6, 'connectome': 2}","{'nilearn': 6, 'NiftiLabelsMasker': 2, 'masking': 3}",False,n/a,n/a,False,True,True,True,amennen,penn_plotting_additions,python,n/a,0.25925925925925924,False
amennen/faceMatching,2019-09-17,[],0,0,2,1,{'masking': 1},{'apply_mask': 1},False,n/a,n/a,False,True,True,True,amennen,faceMatching,python,n/a,0.5,False
amennen/week01-normalization,2019-03-29,[],1,1,2,2,"{'input_data': 3, 'masking': 2}","{'NiftiMasker': 2, 'compute_epi_mask': 2}",False,n/a,n/a,False,True,True,True,amennen,week01-normalization,mixed,1.0,1.0,False
amennen/amygActivation,2021-02-19,[],0,0,5,3,"{'image': 3, 'plotting': 3, 'masking': 2}","{'resample_to_img': 1, 'apply_mask': 1}",False,n/a,n/a,False,True,True,True,amennen,amygActivation,python,n/a,0.6,False
ShuangyiTong/Phasic-and-tonic-pain-serve-distinct-functions-during-adaptive-behaviour,2025-02-16,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0,0,1,1,"{'image': 1, 'plotting': 1}","{'index_img': 1, 'plot_stat_map': 1}",False,0.10.4,requirements.txt,True,True,True,True,ShuangyiTong,Phasic-and-tonic-pain-serve-distinct-functions-during-adaptive-behaviour,python,n/a,1.0,False
Xiaoyi-Shi/Image_proj,2025-04-07,[],0,0,1,1,"{'surface': 2, 'plotting': 1}","{'PolyMesh': 2, 'load_surf_mesh': 2, 'PolyData': 2, 'view_surf': 1}",False,n/a,n/a,False,True,True,True,Xiaoyi-Shi,Image_proj,python,n/a,1.0,False
rdh1115/adni-graph-modelling,2025-02-22,[],1,1,1,1,{'plotting': 3},{'plot_matrix': 3},False,n/a,n/a,False,True,True,True,rdh1115,adni-graph-modelling,mixed,1.0,1.0,False
houleyemballo/AerialCactusIdentification,2021-12-30,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0,0,0,0,{},{},False,0.8.1,requirements.txt,True,False,False,True,houleyemballo,AerialCactusIdentification,mixed,n/a,n/a,False
PSY6983-2021/picard_project,2021-08-27,"[{'file': 'scripts/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}]",1,1,2,2,"{'plotting': 1, 'image': 2, 'masking': 2, 'input_data': 1}","{'view_img': 1, 'view_img_on_surf': 1, 'NiftiMasker': 1, 'resample_img': 1, 'apply_mask': 1, 'unmask': 2}",False,0.8.0,requirements.txt,True,True,True,True,PSY6983-2021,picard_project,mixed,1.0,1.0,False
r03ert0/My-Random-Notebooks,2020-07-27,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",3,1,0,0,{'plotting': 1},{},True,0.0.0,several_lockfile_detected,True,True,False,True,r03ert0,My-Random-Notebooks,notebook,0.3333333333333333,n/a,False
fishtree-attempt/SDC-BIDS-fMRI,2022-11-15,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.0\n', 'extracted_version': '0.7.0'}, {'file': 'binder/environment.yml', 'version': '  - nilearn=0.7.1\n', 'extracted_version': '0.7.1'}]",10,5,0,0,"{'image': 5, 'plotting': 5, 'signal': 2, 'datasets': 1, 'regions': 1}","{'load_img': 11, 'plot_anat': 12, 'view_img': 2, 'math_img': 10, 'clean_img': 1, 'plot_epi': 6, 'clean': 1, 'resample_to_img': 3, 'fetch_atlas_yeo_2011': 1, 'plot_roi': 8, 'connected_label_regions': 1}",False,several_versions_detected,several_lockfile_detected,True,True,True,True,fishtree-attempt,SDC-BIDS-fMRI,notebook,0.5,n/a,False
rubykong/atlasreader,2025-04-04,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",1,0,2,2,"{'image': 2, 'plotting': 1, '_utils': 1, 'regions': 1}","{'crop_img': 1, 'check_niimg': 7, 'iter_img': 2, 'index_img': 2, 'new_img_like': 3, 'threshold_img': 1, 'connected_regions': 1, 'concat_imgs': 1, 'math_img': 2, 'cm': 1, 'plot_glass_brain': 1, 'plot_stat_map': 1}",False,0.0.0,pyproject.toml,True,True,True,True,rubykong,atlasreader,python,0.0,1.0,True
rubykong/afids-utils,2024-03-15,"[{'file': 'pyproject.toml', 'version': '>=0.10.1', 'extracted_version': '0.10.1'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",0,0,3,2,{'plotting': 4},"{'StatMapView': 4, 'LYRZProjector': 5, 'plot_markers': 1, 'view_img': 1, 'html_stat_map': 1}",False,several_versions_detected,several_lockfile_detected,True,True,True,True,rubykong,afids-utils,python,n/a,0.6666666666666666,True
rubykong/cbig_network_correspondence,2025-02-14,"[{'file': 'pyproject.toml', 'version': '0.10.4', 'extracted_version': '0.10.4'}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",0,0,1,1,"{'plotting': 1, 'image': 1}","{'plot_surf': 8, 'load_img': 6, 'new_img_like': 3, 'plot_roi': 3}",False,several_versions_detected,several_lockfile_detected,True,True,True,True,rubykong,cbig_network_correspondence,python,n/a,1.0,False
rubykong/fmri-findviz,2025-03-17,"[{'file': 'pyproject.toml', 'version': '0.10.4', 'extracted_version': '0.10.4'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",0,0,5,5,"{'masking': 1, 'glm': 1, 'image': 3, 'signal': 1}","{'unmask': 1, 'apply_mask': 1, 'compute_regressor': 2, 'reorder_img': 3, 'butterworth': 1, 'smooth_img': 1, 'index_img': 1}",False,several_versions_detected,several_lockfile_detected,True,True,True,True,rubykong,fmri-findviz,python,n/a,1.0,True
