name,object,n,extracted_version,content
thomasamendoza/adhd-mri-using-ml,NiftiLabelsMasker,5,,notebook
thomasamendoza/adhd-mri-using-ml,concat_imgs,3,,notebook
thomasamendoza/adhd-mri-using-ml,Decoder,3,,notebook
thomasamendoza/adhd-mri-using-ml,index_img,4,,notebook
thomasamendoza/adhd-mri-using-ml,fetch_fiac_first_level,1,,notebook
thomasamendoza/adhd-mri-using-ml,func,1,,notebook
thomasamendoza/adhd-mri-using-ml,mean_img,2,,notebook
thomasamendoza/adhd-mri-using-ml,ConnectivityMeasure,2,,notebook
thomasamendoza/adhd-mri-using-ml,resample_img,1,,notebook
thomasamendoza/adhd-mri-using-ml,math_img,1,,notebook
thomasamendoza/adhd-mri-using-ml,plot_stat_map,3,,notebook
thomasamendoza/adhd-mri-using-ml,show,1,,notebook
thomasamendoza/adhd-mri-using-ml,fetch_surf_fsaverage,1,,notebook
thomasamendoza/adhd-mri-using-ml,vol_to_surf,4,,notebook
thomasamendoza/adhd-mri-using-ml,plot_surf_stat_map,2,,notebook
thomasamendoza/adhd-mri-using-ml,plot_surf_contours,2,,notebook
lukasbehammer/Clustering-of-HCP-Unrelated-100-Subjects-by-ROI-Correlations-in-Resting-State-fMRI,resample_to_img,4,,mixed
lukasbehammer/Clustering-of-HCP-Unrelated-100-Subjects-by-ROI-Correlations-in-Resting-State-fMRI,fetch_atlas_aal,1,,mixed
Randy9560/Info-2,image,3,,notebook
Randy9560/Info-2,plot_anat,13,,notebook
Randy9560/Info-2,load_mni152_template,1,,notebook
Randy9560/Info-2,smooth_img,1,,notebook
PennBBL/antslongct,NiftiLabelsMasker,1,0.7.1,python
PennBBL/fmriprep-phases,compute_epi_mask,1,,python
PennBBL/fmriprep-phases,concat_imgs,1,,python
PennBBL/fmriprep-phases,load_img,2,,python
vinkue/ale-meta-contrasts,math_img,12,,mixed
vinkue/ale-meta-contrasts,plot_stat_map,1,,mixed
vinkue/ale-meta-contrasts,load_img,1,,mixed
vinkue/ale-meta-contrasts,resample_to_img,2,,mixed
limbachia/brain-state-predictions,image,6,0.6.2,notebook
limbachia/brain-state-predictions,view_img,2,0.6.2,notebook
limbachia/brain-state-predictions,plot_glass_brain,3,0.6.2,notebook
YuTian315/GNN-for-different-fields,ConnectivityMeasure,5,,mixed
YuTian315/GNN-for-different-fields,fetch_abide_pcp,3,,mixed
npnl/ramp_stroke,plot_roi,1,0.0.0,notebook
niksirbi/brain4views,vol_to_surf,2,,python
niksirbi/brain4views,load_surf_mesh,1,,python
niksirbi/brain4views,load_surf_data,4,,python
jaysonjeg/track_align,resample_img,1,,python
jaysonjeg/track_align,view_img,3,,python
jaysonjeg/track_align,math_img,2,,python
jaysonjeg/track_align,plot_epi,1,,python
jaysonjeg/track_align,plot_stat_map,1,,python
jaysonjeg/track_align,__file__,2,,python
jaysonjeg/track_align,clean,1,,python
jaysonjeg/track_align,view_surf,1,,python
jaysonjeg/track_align,fetch_surf_fsaverage,2,,python
jaysonjeg/track_align,compute_background_mask,1,,python
psychoinformatics-de/studyforrest-paper-speechannotation,plot_anat,1,,python
psychoinformatics-de/studyforrest-paper-auditorydecoding,smooth_img,6,,python
yagnikposhiya/brain-tumour-segmentation,image,5,0.0.0,python
yagnikposhiya/brain-tumour-segmentation,plot_anat,1,0.0.0,python
yagnikposhiya/brain-tumour-segmentation,plot_epi,1,0.0.0,python
yagnikposhiya/brain-tumour-segmentation,plot_img,1,0.0.0,python
yagnikposhiya/brain-tumour-segmentation,plot_roi,1,0.0.0,python
YueCui-Labs/TS-AI,load_surf_data,61,0.10.2,python
alicewuhhh/Task-based_fMRI_pipeline,plot_stat_map,4,,python
alicewuhhh/Task-based_fMRI_pipeline,view_img,4,,python
tchaase/research-internship-2022,FirstLevelModel,2,0.9.0,notebook
tchaase/research-internship-2022,load_img,1,0.9.0,notebook
tchaase/research-internship-2022,plot_design_matrix,2,0.9.0,notebook
tchaase/research-internship-2022,plot_contrast_matrix,3,0.9.0,notebook
tchaase/research-internship-2022,mean_img,2,0.9.0,notebook
tchaase/research-internship-2022,plot_stat_map,5,0.9.0,notebook
tchaase/research-internship-2022,threshold_stats_img,3,0.9.0,notebook
tchaase/research-internship-2022,get_clusters_table,1,0.9.0,notebook
tchaase/research-internship-2022,make_glm_report,1,0.9.0,notebook
tchaase/research-internship-2022,make_first_level_design_matrix,2,0.9.0,notebook
tchaase/research-internship-2022,SecondLevelModel,1,0.9.0,notebook
tchaase/research-internship-2022,view_img,3,0.9.0,notebook
tchaase/research-internship-2022,plot_img,1,0.9.0,notebook
tchaase/research-internship-2022,index_img,1,0.9.0,notebook
amnsbr/antidepressants_meta,NiftiLabelsMasker,2,0.0.0,mixed
amnsbr/3d-cnn-ae,plot_stat_map,7,0.5.2,notebook
amnsbr/eidev,NiftiLabelsMasker,3,0.10,python
thejokers8/AlzheimerDisease-3DCNN-Classifier,plot_stat_map,4,,mixed
thejokers8/AlzheimerDisease-3DCNN-Classifier,plot_glass_brain,2,,mixed
thejokers8/AlzheimerDisease-3DCNN-Classifier,show,4,,mixed
cminasi/Poldrack_Lab_CBPM,ConnectivityMeasure,1,several_versions_detected,notebook
cminasi/Poldrack_Lab_CBPM,NiftiLabelsMasker,1,several_versions_detected,notebook
cminasi/Poldrack_Lab_CBPM,intersect_masks,1,several_versions_detected,notebook
trendscenter/coinstac-regression-fsl,plot_stat_map,2,0.0.0,python
trendscenter/coinstac-combat,plot_stat_map,2,0.0.0,python
trendscenter/coinstac-ssr-vbm,plot_stat_map,3,0.0.0,python
trendscenter/coinstac-ssr-vbm,resample_to_img,3,0.0.0,python
trendscenter/coinstac-ssr-vbm,resample_img,1,0.0.0,python
trendscenter/Coinstac_VBM_computation,plot_anat,2,0.10.3,python
trendscenter/Coinstac_fmri_computation,index_img,2,0.4.2,python
trendscenter/Coinstac_fmri_computation,load_img,2,0.4.2,python
trendscenter/Coinstac_fmri_computation,plot_anat,2,0.4.2,python
trendscenter/coinstac-regression-csv,plot_stat_map,2,0.0.0,python
trendscenter/coinstac-ssr-fsl,plot_stat_map,2,0.7.1,python
SimonaBottani/Quality_Control_Interface,plot_anat,1,,notebook
JeremyYeaton/LangNS,plot_glass_brain,2,,python
JeremyYeaton/LangNS,show,2,,python
JeremyYeaton/LangNS,NiftiMasker,1,,python
JeremyYeaton/LangNS,load_img,1,,python
JeremyYeaton/LangNS,fdr_threshold,1,,python
Oakstem/Utils,new_img_like,6,,python
Oakstem/Utils,fetch_atlas_harvard_oxford,1,,python
Oakstem/Utils,NiftiMasker,1,,python
Oakstem/Utils,resample_to_img,2,,python
Oakstem/Utils,find_xyz_cut_coords,1,,python
Oakstem/Utils,make_first_level_design_matrix,1,,python
Oakstem/Utils,plot_design_matrix,1,,python
Oakstem/Utils,FirstLevelModel,1,,python
Oakstem/Utils,mean_img,2,,python
Oakstem/Utils,plot_stat_map,2,,python
Oakstem/Utils,show,2,,python
Oakstem/Utils,plot_roi,2,,python
CyclotronResearchCentre/shamo,crop_img,1,several_versions_detected,python
1101AlexZab1011/resonet,fetch_haxby,6,0.0.0,notebook
1101AlexZab1011/resonet,NiftiMasker,5,0.0.0,notebook
1101AlexZab1011/resonet,view_img,13,0.0.0,notebook
1101AlexZab1011/NodesEstimation,plot_glass_brain,9,0.0.0,mixed
1101AlexZab1011/NodesEstimation,view_connectome,1,0.0.0,mixed
1101AlexZab1011/NodesEstimation,view_markers,1,0.0.0,mixed
1101AlexZab1011/NodesEstimation,plot_markers,1,0.0.0,mixed
1101AlexZab1011/NodesEstimation,coord_transform,1,0.0.0,mixed
bankwagner/DL_Project,smooth_img,4,,mixed
brainhack-school2020/Alex-A14_Brainhack2020,fetch_cobre,2,0.6.2,notebook
brainhack-school2020/Alex-A14_Brainhack2020,fetch_atlas_basc_multiscale_2015,2,0.6.2,notebook
brainhack-school2020/Alex-A14_Brainhack2020,ConnectivityMeasure,2,0.6.2,notebook
brainhack-school2020/Alex-A14_Brainhack2020,NiftiLabelsMasker,2,0.6.2,notebook
brainhack-school2020/Alex-A14_Brainhack2020,find_parcellation_cut_coords,1,0.6.2,notebook
brainhack-school2020/Alex-A14_Brainhack2020,plot_matrix,1,0.6.2,notebook
brainhack-school2020/Alex-A14_Brainhack2020,plot_roi,1,0.6.2,notebook
brainhack-school2020/stong3_fMRI_processing,fetch_atlas_schaefer_2018,1,0.6.2,python
brainhack-school2020/stong3_fMRI_processing,NiftiLabelsMasker,1,0.6.2,python
brainhack-school2020/stong3_fMRI_processing,ConnectivityMeasure,1,0.6.2,python
brainhack-school2020/stong3_fMRI_processing,plot_matrix,2,0.6.2,python
brainhack-school2020/BHS_project_SRastegarnia,fetch_haxby,5,0.6.2,mixed
brainhack-school2020/BHS_project_SRastegarnia,NiftiMasker,15,0.6.2,mixed
brainhack-school2020/BHS_project_SRastegarnia,mean_img,15,0.6.2,mixed
brainhack-school2020/BHS_project_SRastegarnia,plot_stat_map,4,0.6.2,mixed
brainhack-school2020/BHS_project_SRastegarnia,plot_matrix,13,0.6.2,mixed
brainhack-school2020/BHS_project_SRastegarnia,get_data,2,0.6.2,mixed
brainhack-school2020/BHS_project_SRastegarnia,view_img,1,0.6.2,mixed
brainhack-school2020/BHS_project_SRastegarnia,index_img,1,0.6.2,mixed
brainhack-school2020/BHS_project_SRastegarnia,plot_anat,1,0.6.2,mixed
brainhack-school2020/BHS_project_SRastegarnia,plot_epi,1,0.6.2,mixed
brainhack-school2020/BHS_project_SRastegarnia,plot_roi,2,0.6.2,mixed
brainhack-school2020/anproulx-fMRI-autism,fetch_abide_pcp,2,0.6.2,notebook
brainhack-school2020/anproulx-fMRI-autism,fetch_atlas_basc_multiscale_2015,3,0.6.2,notebook
brainhack-school2020/anproulx-fMRI-autism,plot_roi,1,0.6.2,notebook
brainhack-school2020/anproulx-fMRI-autism,load_img,1,0.6.2,notebook
brainhack-school2020/anproulx-fMRI-autism,NiftiLabelsMasker,2,0.6.2,notebook
brainhack-school2020/anproulx-fMRI-autism,mean_img,1,0.6.2,notebook
brainhack-school2020/anproulx-fMRI-autism,plot_stat_map,1,0.6.2,notebook
brainhack-school2020/anproulx-fMRI-autism,NiftiSpheresMasker,1,0.6.2,notebook
brainhack-school2020/anproulx-fMRI-autism,ConnectivityMeasure,3,0.6.2,notebook
brainhack-school2020/anproulx-fMRI-autism,plot_connectome,1,0.6.2,notebook
lusimoncelli/neurocomp,plot_epi,1,0.0.0,python
lusimoncelli/neurocomp,compute_epi_mask,1,0.0.0,python
lusimoncelli/neurocomp,apply_mask,1,0.0.0,python
yeatmanlab/teaching,plot_anat,5,,notebook
yeatmanlab/teaching,MNI152_FILE_PATH,5,,notebook
yeatmanlab/teaching,mean_img,6,,notebook
yeatmanlab/teaching,plot_epi,2,,notebook
yeatmanlab/teaching,view_img,5,,notebook
yeatmanlab/teaching,fetch_localizer_first_level,1,,notebook
yeatmanlab/teaching,func,1,,notebook
yeatmanlab/teaching,load_img,3,,notebook
yeatmanlab/teaching,iter_img,1,,notebook
yeatmanlab/teaching,clean_img,2,,notebook
yeatmanlab/teaching,FirstLevelModel,3,,notebook
yeatmanlab/teaching,plot_design_matrix,3,,notebook
yeatmanlab/teaching,compute_regressor,1,,notebook
yeatmanlab/teaching,plot_contrast_matrix,5,,notebook
yeatmanlab/teaching,threshold_img,1,,notebook
yeatmanlab/teaching,plot_stat_map,2,,notebook
yeatmanlab/teaching,index_img,1,,notebook
yeatmanlab/teaching,NiftiMasker,1,,notebook
yeatmanlab/teaching,math_img,1,,notebook
yeatmanlab/teaching,Decoder,1,,notebook
yeatmanlab/teaching,load_surf_mesh,4,,notebook
yeatmanlab/teaching,plot_surf,4,,notebook
yeatmanlab/teaching,fetch_surf_fsaverage,2,,notebook
yeatmanlab/teaching,view_surf,1,,notebook
yeatmanlab/teaching,plot_img_on_surf,1,,notebook
yeatmanlab/teaching,view_img_on_surf,4,,notebook
yeatmanlab/teaching,fetch_atlas_surf_destrieux,1,,notebook
yeatmanlab/teaching,plot_roi,2,,notebook
yeatmanlab/teaching,vol_to_surf,2,,notebook
yeatmanlab/teaching,plot_surf_stat_map,4,,notebook
dcdace/fMRI-COGNESTIC-23,plot_glass_brain,2,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,show,2,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,SecondLevelModel,2,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,threshold_stats_img,10,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,load_mni152_template,3,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,plot_stat_map,9,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,fetch_surf_fsaverage,1,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,view_img_on_surf,1,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,get_clusters_table,3,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,FirstLevelModel,3,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,plot_design_matrix,4,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,plot_contrast_matrix,1,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,mean_img,2,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,view_img,2,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,resample_to_img,1,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,plot_anat,2,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,smooth_img,1,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,plot_epi,1,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,threshold_img,1,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,connected_regions,1,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,math_img,1,0.0.0,mixed
dcdace/fMRI-COGNESTIC-23,plot_roi,1,0.0.0,mixed
LifangHe/BrainGNN_Pytorch,fetch_abide_pcp,1,0.7.1,python
LifangHe/BrainGNN_Pytorch,ConnectivityMeasure,4,0.7.1,python
Gilles86/numerosity_risk,load_surf_data,46,,mixed
Gilles86/numerosity_risk,concat_imgs,2,,mixed
Gilles86/summerschool2017_notebooks,plot_stat_map,6,,notebook
Gilles86/summerschool2017_notebooks,fetch_atlas_msdl,3,,notebook
Gilles86/summerschool2017_notebooks,NiftiMapsMasker,6,,notebook
Gilles86/summerschool2017_notebooks,ConnectivityMeasure,6,,notebook
Gilles86/summerschool2017_notebooks,find_xyz_cut_coords,3,,notebook
Gilles86/summerschool2017_notebooks,image,4,,notebook
Gilles86/summerschool2017_notebooks,plot_connectome,12,,notebook
Gilles86/siemens_pilots,load_img,17,,mixed
Gilles86/siemens_pilots,index_img,6,,mixed
Gilles86/siemens_pilots,crop_img,3,,mixed
Gilles86/siemens_pilots,plot_img,4,,mixed
Gilles86/siemens_pilots,math_img,2,,mixed
Gilles86/siemens_pilots,_crop_img_to,1,,mixed
Gilles86/siemens_pilots,new_img_like,4,,mixed
Gilles86/siemens_pilots,mean_img,12,,mixed
Gilles86/siemens_pilots,load_surf_data,3,,mixed
Gilles86/siemens_pilots,vol_to_surf,2,,mixed
Gilles86/siemens_pilots,NiftiMasker,2,,mixed
Gilles86/siemens_pilots,resample_to_img,2,,mixed
Gilles86/siemens_pilots,smooth_img,1,,mixed
Gilles86/siemens_pilots,make_first_level_design_matrix,1,,mixed
Gilles86/risk_experiment,plot_anat,2,,mixed
Gilles86/risk_experiment,load_img,20,,mixed
Gilles86/risk_experiment,resample_to_img,10,,mixed
Gilles86/risk_experiment,math_img,21,,mixed
Gilles86/risk_experiment,load_surf_data,13,,mixed
Gilles86/risk_experiment,new_img_like,4,,mixed
Gilles86/risk_experiment,index_img,6,,mixed
Gilles86/risk_experiment,mean_img,3,,mixed
Gilles86/risk_experiment,concat_imgs,5,,mixed
Gilles86/risk_experiment,plot_img,1,,mixed
Gilles86/risk_experiment,coord_transform,1,,mixed
Gilles86/risk_experiment,_apply_mask_and_get_affinity,1,,mixed
Gilles86/risk_experiment,smooth_img,3,,mixed
Gilles86/risk_experiment,resample_img,1,,mixed
Gilles86/risk_experiment,NiftiMasker,8,,mixed
Gilles86/risk_experiment,clean_img,6,,mixed
Gilles86/risk_experiment,plot_stat_map,3,,mixed
Gilles86/risk_experiment,make_first_level_design_matrix,3,,mixed
Gilles86/risk_experiment,run_glm,1,,mixed
Gilles86/risk_experiment,FirstLevelModel,4,,mixed
jamelink/langnet_paper,load_img,6,,mixed
jamelink/langnet_paper,find_parcellation_cut_coords,6,,mixed
jamelink/langnet_paper,plot_markers,5,,mixed
jamelink/langnet_paper,plot_connectome,9,,mixed
vsoch/fmriprep-debug,resample_img,2,,python
vsoch/fmriprep-debug,load_img,3,,python
vsoch/fmriprep-debug,new_img_like,3,,python
vsoch/fmriprep-debug,resample_to_img,3,,python
vsoch/fmriprep-debug,compute_epi_mask,1,,python
vsoch/fmriprep-debug,concat_imgs,1,,python
vsoch/forward-modeling-cognitive-concepts,resample_img,1,0.0.0,python
vsoch/pybraincompare,resample_img,7,0.0.0,python
vsoch/pybraincompare,compute_epi_mask,1,0.0.0,python
vsoch/pybraincompare,apply_mask,3,0.0.0,python
vsoch/pybraincompare,plot_roi,2,0.0.0,python
vsoch/pybraincompare,plot_stat_map,1,0.0.0,python
vsoch/pybraincompare,plot_anat,1,0.0.0,python
vsoch/pybraincompare,plot_glass_brain,1,0.0.0,python
vsoch/fMRI_Cubical_Persistence,image,6,0.6.1,python
vsoch/fMRI_Cubical_Persistence,NiftiMasker,2,0.6.1,python
vsoch/qcapp,OrthoSlicer,4,0.0.0,python
vsoch/qcapp,displays,4,0.0.0,python
vsoch/qcapp,plot_anat,3,0.0.0,python
vsoch/qcapp,plot_roi,1,0.0.0,python
vsoch/qcapp,new_img_like,2,0.0.0,python
vsoch/qcapp,coord_transform,1,0.0.0,python
mnoergaard/petqc,clean,1,0.0.0,python
mnoergaard/petqc,plot_anat,2,0.0.0,python
mnoergaard/petqc,plot_roi,1,0.0.0,python
mnoergaard/petqc,mean_img,1,0.0.0,python
IVAN-Hu-yi/NMA,plot_connectome,1,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,fetch_icbm152_2009,2,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,NiftiLabelsMasker,2,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,signals_to_img_labels,2,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,mean_img,10,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,plot_stat_map,5,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,show,1,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,fetch_surf_fsaverage,1,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,vol_to_surf,2,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,plot_surf_stat_map,4,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,fetch_abide_pcp,2,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,ConnectivityMeasure,3,,mixed
AbdelbassetBrahim/GSP-applied-on-ASD-classification,sym_matrix_to_vec,3,,mixed
zhuemann/cog_2d_segmentation,resample_img,9,,python
fbarrett/napp_ni,NiftiLabelsMasker,7,,python
fbarrett/napp_ni,ConnectivityMeasure,2,,python
fbarrett/napp_ni,clean,4,,python
fbarrett/napp_ni,sym_matrix_to_vec,2,,python
fbarrett/napp_ni,vec_to_sym_matrix,7,,python
fbarrett/napp_ni,make_first_level_design_matrix,1,,python
neuralabc/mvcomp,plot_img,2,0.0.0,python
kevinm36/clinica,resample_to_img,5,several_versions_detected,python
kevinm36/clinica,plot_glass_brain,1,several_versions_detected,python
kevinm36/clinica,plot_stat_map,3,several_versions_detected,python
kevinm36/clinica,crop_img,2,several_versions_detected,python
kevinm36/clinica,to_filename,1,several_versions_detected,python
washu-ocean/Ocean-Proc,smooth_img,1,0.0.0,python
washu-ocean/Ocean-Proc,apply_mask,1,0.0.0,python
washu-ocean/Ocean-Proc,unmask,1,0.0.0,python
washu-ocean/Ocean-Proc,_handle_scrubbed_volumes,1,0.0.0,python
washu-ocean/Ocean-Proc,butterworth,1,0.0.0,python
LenFrahm/pyALE,plot_stat_map,1,0.10.4,python
LenFrahm/junifer,fetch_oasis_vbm,3,0.0.0,python
LenFrahm/junifer,fetch_atlas_schaefer_2018,4,0.0.0,python
LenFrahm/junifer,NiftiLabelsMasker,4,0.0.0,python
LenFrahm/junifer,resample_to_img,3,0.0.0,python
LenFrahm/junifer,math_img,3,0.0.0,python
LenFrahm/junifer,NiftiMasker,3,0.0.0,python
LenFrahm/junifer,fetch_spm_auditory,2,0.0.0,python
LenFrahm/junifer,concat_imgs,2,0.0.0,python
LenFrahm/junifer,compute_brain_mask,1,0.0.0,python
LenFrahm/junifer,clean_img,1,0.0.0,python
LenFrahm/junifer,check_niimg_4d,2,0.0.0,python
drasbaek/AdvCogNeuro,glover_hrf,15,0.0.0,mixed
drasbaek/AdvCogNeuro,glover_time_derivative,6,0.0.0,mixed
drasbaek/AdvCogNeuro,make_first_level_design_matrix,8,0.0.0,mixed
drasbaek/AdvCogNeuro,plot_design_matrix,8,0.0.0,mixed
drasbaek/AdvCogNeuro,FirstLevelModel,4,0.0.0,mixed
drasbaek/AdvCogNeuro,plot_glass_brain,35,0.0.0,mixed
drasbaek/AdvCogNeuro,apply_mask,2,0.0.0,mixed
drasbaek/AdvCogNeuro,new_img_like,12,0.0.0,mixed
drasbaek/AdvCogNeuro,plot_stat_map,18,0.0.0,mixed
drasbaek/AdvCogNeuro,math_img,4,0.0.0,mixed
drasbaek/AdvCogNeuro,concat_imgs,6,0.0.0,mixed
drasbaek/AdvCogNeuro,mean_img,6,0.0.0,mixed
drasbaek/AdvCogNeuro,SecondLevelModel,8,0.0.0,mixed
drasbaek/AdvCogNeuro,threshold_stats_img,12,0.0.0,mixed
drasbaek/AdvCogNeuro,threshold_img,6,0.0.0,mixed
drasbaek/AdvCogNeuro,show,12,0.0.0,mixed
drasbaek/AdvCogNeuro,plot_anat,1,0.0.0,mixed
drasbaek/AdvCogNeuro,first_level_from_bids,3,0.0.0,mixed
drasbaek/AdvCogNeuro,load_img,6,0.0.0,mixed
drasbaek/AdvCogNeuro,plot_contrast_matrix,4,0.0.0,mixed
drasbaek/AdvCogNeuro,get_clusters_table,5,0.0.0,mixed
drasbaek/AdvCogNeuro,make_glm_report,2,0.0.0,mixed
drasbaek/AdvCogNeuro,get_data,2,0.0.0,mixed
drasbaek/AdvCogNeuro,non_parametric_inference,2,0.0.0,mixed
drasbaek/AdvCogNeuro,_cosine_drift,1,0.0.0,mixed
drasbaek/AdvCogNeuro,index_img,8,0.0.0,mixed
drasbaek/AdvCogNeuro,plot_img,4,0.0.0,mixed
drasbaek/AdvCogNeuro,SearchLight,2,0.0.0,mixed
drasbaek/AdvCogNeuro,NiftiMasker,2,0.0.0,mixed
drasbaek/AdvCogNeuro,fetch_language_localizer_demo_dataset,1,0.0.0,mixed
ashleyhumphries/rsa-sl,load_img,2,,python
StanfordMIMI/MedVAE,view_img,3,0.0.0,notebook
hannah1809/ibc_latent,index_img,1,0.0.0,mixed
hannah1809/ibc_latent,plot_img,1,0.0.0,mixed
hannah1809/ibc_latent,make_first_level_design_matrix,3,0.0.0,mixed
hannah1809/ibc_latent,plot_design_matrix,2,0.0.0,mixed
hannah1809/ibc_latent,FirstLevelModel,3,0.0.0,mixed
hannah1809/ibc_latent,plot_stat_map,2,0.0.0,mixed
hannah1809/ibc_latent,show,3,0.0.0,mixed
hannah1809/ibc_latent,plot_glass_brain,1,0.0.0,mixed
hannah1809/ibc_latent,plot_event,1,0.0.0,mixed
hannah1809/ibc_latent,fit,1,0.0.0,mixed
hannah1809/ibc_latent,compute_contrast,1,0.0.0,mixed
main-training/main-training-nilearn-ml,MNI152_FILE_PATH,4,0.6,notebook
main-training/main-training-nilearn-ml,plot_img,2,0.6,notebook
main-training/main-training-nilearn-ml,view_img,2,0.6,notebook
main-training/main-training-nilearn-ml,smooth_img,1,0.6,notebook
main-training/main-training-nilearn-ml,fetch_haxby,1,0.6,notebook
main-training/main-training-nilearn-ml,plot_epi,1,0.6,notebook
main-training/main-training-nilearn-ml,mean_img,1,0.6,notebook
main-training/main-training-nilearn-ml,NiftiMasker,2,0.6,notebook
main-training/main-training-nilearn-ml,fetch_development_fmri,1,0.6,notebook
main-training/main-training-nilearn-ml,fetch_atlas_basc_multiscale_2015,1,0.6,notebook
main-training/main-training-nilearn-ml,plot_roi,1,0.6,notebook
main-training/main-training-nilearn-ml,NiftiLabelsMasker,1,0.6,notebook
main-training/main-training-nilearn-ml,ConnectivityMeasure,3,0.6,notebook
main-training/main-training-nilearn-ml,plot_matrix,2,0.6,notebook
main-training/main-training-nilearn-ml,show,2,0.6,notebook
isaacrc/metaawareness-and-default-states,clean_img,4,0.7.1,mixed
isaacrc/metaawareness-and-default-states,smooth_img,4,0.7.1,mixed
isaacrc/metaawareness-and-default-states,NiftiMasker,2,0.7.1,mixed
isaacrc/metaawareness-and-default-states,concat_imgs,4,0.7.1,mixed
isaacrc/metaawareness-and-default-states,index_img,2,0.7.1,mixed
isaacrc/metaawareness-and-default-states,fetch_atlas_schaefer_2018,2,0.7.1,mixed
isaacrc/metaawareness-and-default-states,compute_epi_mask,1,0.7.1,mixed
isaacrc/metaawareness-and-default-states,resample_to_img,1,0.7.1,mixed
isaacrc/MEI_project,fetch_atlas_schaefer_2018,9,,mixed
isaacrc/MEI_project,resample_to_img,4,,mixed
isaacrc/MEI_project,plot_roi,7,,mixed
isaacrc/MEI_project,unmask,9,,mixed
isaacrc/MEI_project,compute_epi_mask,4,,mixed
isaacrc/MEI_project,index_img,2,,mixed
isaacrc/MEI_project,NiftiMasker,3,,mixed
isaacrc/MEI_project,clean_img,2,,mixed
isaacrc/MEI_project,smooth_img,2,,mixed
isaacrc/MEI_project,concat_imgs,2,,mixed
isaacrc/MEI_project,plot_stat_map,33,,mixed
isaacrc/MEI_project,find_xyz_cut_coords,1,,mixed
isaacrc/MEI_project,plot_connectome,1,,mixed
isaacrc/MEI_project,view_img,2,,mixed
isaacrc/MEI_project,fetch_atlas_harvard_oxford,1,,mixed
isaacrc/MEI_project,NiftiLabelsMasker,1,,mixed
isaacrc/MEI_project,MultiNiftiMasker,1,,mixed
KobaCemal/SeperateEyes,view_img,2,0.0.0,python
chrisgorgo/marvin,resample_img,1,,python
akimbler/file_opening_presentation,plot_anat,1,0.0.0,notebook
delaneyjohnston/mt_deep,fetch_atlas_aal,1,,python
delaneyjohnston/mt_deep,load_img,2,,python
delaneyjohnston/mt_deep,coord_transform,3,,python
delaneyjohnston/mt_deep,new_img_like,2,,python
delaneyjohnston/mt_deep,load_mni152_template,2,,python
delaneyjohnston/mt_deep,plot_stat_map,1,,python
delaneyjohnston/mt_deep,smooth_img,2,,python
delaneyjohnston/mt_deep,plot_glass_brain,1,,python
vahid-sb/MiTfAT,apply_mask,1,0.0.0,python
angelsevillamol/xai-parkinsons-cnn,fetch_atlas_harvard_oxford,1,0.10.1,python
angelsevillamol/xai-parkinsons-cnn,math_img,1,0.10.1,python
ViniciusLima94/naturalistic_arm_movements,plot_markers,1,,notebook
neurohackademy/nh2020-curriculum,fetch_development_fmri,4,several_versions_detected,mixed
neurohackademy/nh2020-curriculum,mean_img,3,several_versions_detected,mixed
neurohackademy/nh2020-curriculum,view_img,3,several_versions_detected,mixed
neurohackademy/nh2020-curriculum,fetch_atlas_msdl,4,several_versions_detected,mixed
neurohackademy/nh2020-curriculum,plot_prob_atlas,3,several_versions_detected,mixed
neurohackademy/nh2020-curriculum,NiftiMapsMasker,4,several_versions_detected,mixed
