name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,has_version,has_imports,use_imports,include,user,repo,content,duplicated_repo
EdwardJamesYoung/GenerativeNetworkModels,2025-04-06,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",n/a,n/a,n/a,0,0,False,False,False,False,EdwardJamesYoung,GenerativeNetworkModels,mixed,False
anubratabhowmick/Linear_Stress_Resilience_Biomarkers,2021-10-28,[],n/a,{'plotting': 3},"{'plot_roi': 3, 'plotting': 5, 'show': 2}",3,0,False,True,True,True,anubratabhowmick,Linear_Stress_Resilience_Biomarkers,python,False
madhu102938/fyp_sem8,2025-03-07,[],n/a,"{'image': 2, 'plotting': 2, 'datasets': 3, 'maskers': 2, 'connectome': 2, 'input_data': 2}","{'fetch_atlas_aal': 6, 'datasets': 6, 'NiftiLabelsMasker': 4, 'maskers': 2, 'ConnectivityMeasure': 2, 'load_img': 5, 'image': 5}",0,2,False,True,True,True,madhu102938,fyp_sem8,notebook,False
CoAxLab/cofluctuating-task-connectivity,2024-05-15,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.0\n', 'extracted_version': '0.7.0'}]",0.7.0,"{'glm': 15, 'image': 23, 'input_data': 5, 'plotting': 8, 'masking': 1, 'datasets': 1}","{'first_level': 4, 'glm': 4, 'load_img': 35, 'image': 28, 'new_img_like': 12, 'FirstLevelModel': 5, 'make_first_level_design_matrix': 4, 'SecondLevelModel': 5, 'NiftiLabelsMasker': 5, 'compute_regressor': 5, 'NiftiSpheresMasker': 1, 'NiftiMasker': 1, '_cmap_d': 2, 'plot_img': 1, 'load_mni152_template': 1, 'concat_imgs': 2, 'plot_glass_brain': 3, 'plotting': 4, 'index_img': 4, 'plot_roi': 1, 'find_parcellation_cut_coords': 1, 'plot_connectome': 2, 'input_data': 2}",10,10,True,True,True,True,CoAxLab,cofluctuating-task-connectivity,mixed,False
CoAxLab/fmri_decoding,2019-10-24,[],n/a,"{'input_data': 3, 'datasets': 1, 'image': 1, 'plotting': 1}","{'NiftiMasker': 3, 'fetch_neurovault': 1, 'resample_to_img': 1, 'plot_glass_brain': 2, 'plot_stat_map': 2}",6,0,False,True,True,True,CoAxLab,fmri_decoding,python,True
neuroneural/DICE,2022-11-13,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",n/a,"{'datasets': 2, 'plotting': 2, 'image': 2}",n/a,2,0,False,True,False,True,neuroneural,DICE,python,True
dominikglandorf/grammarctg,2025-02-06,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,n/a,n/a,0,0,True,False,False,True,dominikglandorf,grammarctg,mixed,False
filipio/brain-activity-classification,2024-01-16,"[{'file': 'pyproject.toml', 'version': '^0.10.2', 'extracted_version': '0.10.2'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",several_versions_detected,{'signal': 2},{'clean': 2},0,2,True,True,True,True,filipio,brain-activity-classification,notebook,False
shuhei-hara/model-based,2024-04-16,[],n/a,n/a,n/a,0,0,False,False,False,False,shuhei-hara,model-based,mixed,False
wojemann/stim-seizures,2025-03-20,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,n/a,n/a,0,0,True,False,False,True,wojemann,stim-seizures,mixed,False
Isik-lab/SIfMRI_modeling,2024-09-30,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn=0.10.3=pyhd8ed1ab_0\n', 'extracted_version': '0.10.3'}]",0.10.3,"{'plotting': 1, 'surface': 1}","{'load_surf_data': 1, 'surface': 1, 'plot_surf_roi': 1, 'plotting': 1}",0,1,True,True,True,True,Isik-lab,SIfMRI_modeling,notebook,False
Isik-lab/SIfMRI_analysis,2024-01-09,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn=0.9.1=pyhd8ed1ab_0\n', 'extracted_version': '0.9.1'}]",0.9.1,"{'image': 2, 'plotting': 6, 'surface': 5}","{'vol_to_surf': 1, 'surface': 6, 'plot_surf_stat_map': 1, 'plot_surf_contours': 2, 'plot_surf_roi': 8, 'load_surf_data': 5, 'plotting': 7, 'new_img_like': 1, 'image': 1}",5,0,True,True,True,True,Isik-lab,SIfMRI_analysis,python,False
VU-Cog-Sci/hires_ODC_7T,2017-12-06,[],n/a,"{'masking': 1, 'input_data': 2, 'plotting': 2, 'image': 2}","{'compute_epi_mask': 1, 'NiftiMasker': 2, 'plot_roi': 1, 'plotting': 7, 'plot_stat_map': 3, 'plot_anat': 3, 'index_img': 3, 'math_img': 2, 'concat_imgs': 2}",1,4,False,True,True,True,VU-Cog-Sci,hires_ODC_7T,mixed,False
VU-Cog-Sci/prfpy,2025-03-03,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,{'glm': 1},"{'spm_hrf': 2, 'spm_time_derivative': 2, 'spm_dispersion_derivative': 2}",1,0,True,True,True,True,VU-Cog-Sci,prfpy,python,False
NCBI-Hackathons/clint,2018-04-18,[],n/a,"{'image': 2, 'plotting': 2}","{'new_img_like': 5, 'image': 9, 'plot_stat_map': 6, 'plotting': 6, 'load_img': 4}",1,1,False,True,True,True,NCBI-Hackathons,clint,mixed,False
HwangLabNeuroCogDynamics/IntegrativeHubs,2025-04-04,[],n/a,"{'maskers': 4, 'plotting': 4, 'datasets': 1, 'surface': 1}","{'image': 2, 'nilearn': 5, 'masking': 3, 'NiftiLabelsMasker': 1, 'plot_stat_map': 1, 'plot_glass_brain': 4, 'plotting': 4}",6,0,False,True,True,True,HwangLabNeuroCogDynamics,IntegrativeHubs,python,True
HwangLabNeuroCogDynamics/ThalHi_MRI,2024-10-28,[],n/a,"{'image': 13, 'datasets': 3, 'input_data': 5, 'masking': 13, 'maskers': 5, '_utils': 2, 'plotting': 3, 'decoding': 1}","{'image': 12, 'nilearn': 24, 'masking': 32, 'NiftiMasker': 9, '_load_mask_img': 2, 'coord_transform': 2, '_apply_mask_and_get_affinity': 2, 'check_niimg_4d': 1, 'NiftiLabelsMasker': 4, 'maskers': 2, 'new_img_like': 9, 'apply_mask': 15, 'index_img': 1, 'decoding': 6, 'unmask': 7, 'input_data': 1, 'load_mni152_template': 1, 'resample_to_img': 2}",15,0,False,True,True,True,HwangLabNeuroCogDynamics,ThalHi_MRI,python,False
NeuroenergeticsLab/energetic_costs,2023-11-08,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'input_data': 3, 'datasets': 2}","{'NiftiMasker': 3, 'input_data': 3, 'fetch_atlas_yeo_2011': 2, 'datasets': 2}",1,2,True,True,True,True,NeuroenergeticsLab,energetic_costs,mixed,False
NeuroenergeticsLab/confidence_prediction_energy,2024-11-21,"[{'file': 'environment.yml', 'version': '  - nilearn=0.7.0=pyhd8ed1ab_0\n', 'extracted_version': '0.7.0'}]",0.7.0,"{'image': 1, 'plotting': 1}","{'load_img': 1, 'image': 2, 'math_img': 1, 'plot_roi': 1, 'plotting': 1}",0,1,True,True,True,True,NeuroenergeticsLab,confidence_prediction_energy,notebook,False
SD0313/MGMT-Methylation-Detection,2023-12-22,[],n/a,{'plotting': 1},"{'image': 2, 'nilearn': 2, 'plot_anat': 1, 'plotting': 4, 'plot_epi': 1, 'plot_img': 1, 'plot_roi': 1}",0,1,False,True,True,True,SD0313,MGMT-Methylation-Detection,notebook,False
kahartma/eeggan,2020-08-19,"[{'file': 'environment.yml', 'version': '  - nilearn=0.6.2=pyh5ca1d4c_0\n', 'extracted_version': '0.6.2'}]",0.6.2,n/a,n/a,0,0,True,False,False,True,kahartma,eeggan,mixed,False
kir0ul/Neuromatch-Eotyrannus_Stick,2023-07-28,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}]",n/a,n/a,n/a,0,0,False,False,False,False,kir0ul,Neuromatch-Eotyrannus_Stick,mixed,False
chessgoose/sciml-final-project,2024-12-03,[],n/a,"{'datasets': 2, 'image': 2, 'masking': 2, 'input_data': 2, 'plotting': 1}","{'fetch_atlas_harvard_oxford': 3, 'datasets': 3, 'NiftiLabelsMasker': 4, 'mean_img': 1, 'image': 3, 'compute_epi_mask': 1, 'masking': 1, 'smooth_img': 2}",1,1,False,True,True,True,chessgoose,sciml-final-project,mixed,False
scilus/scilpy,2025-03-17,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.*\n', 'extracted_version': '0.9'}, {'file': 'docs/requirements.txt', 'version': 'nilearn==0.9.*\n', 'extracted_version': '0.9'}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.9,{'plotting': 1},"{'plot_glass_brain': 1, 'plotting': 1}",1,0,True,True,True,True,scilus,scilpy,python,False
LABSN-pubs/MRI-3D-RECONSTRUCTION,2024-01-07,[],n/a,{'plotting': 2},"{'image': 4, 'nilearn': 4, 'plot_anat': 2, 'plotting': 8, 'plot_epi': 2, 'plot_img': 2, 'plot_roi': 2}",1,1,False,True,True,True,LABSN-pubs,MRI-3D-RECONSTRUCTION,mixed,True
LABSN-pubs/subgroups_bias_mit,2025-02-25,[],n/a,n/a,n/a,0,0,False,False,False,False,LABSN-pubs,subgroups_bias_mit,mixed,True
LABSN-pubs/2022-BrainTopogr-fNIRS-AV,2022-02-11,[],n/a,{'glm': 2},{'make_first_level_design_matrix': 2},2,0,False,True,True,True,LABSN-pubs,2022-BrainTopogr-fNIRS-AV,python,True
Henry80074/portfolio_site,2021-10-13,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.0\n', 'extracted_version': '0.7.0'}]",0.7.0,n/a,n/a,0,0,True,False,False,True,Henry80074,portfolio_site,mixed,False
kulaizki/neurotypical-vs-asd,2025-03-31,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.9.2\n', 'extracted_version': '0.9.2'}]",0.9.2,"{'plotting': 1, 'datasets': 2, 'connectome': 1, 'maskers': 1, 'image': 1}","{'fetch_abide_pcp': 1, 'datasets': 3, 'fetch_atlas_aal': 2, 'NiftiLabelsMasker': 1, 'load_img': 1, 'image': 1, 'ConnectivityMeasure': 1, 'connectome': 1, 'plot_connectome': 4, 'plotting': 7, 'view_connectome': 3}",1,0,True,True,True,True,kulaizki,neurotypical-vs-asd,python,False
Cogitate-consortium/iEEG-data-release,2025-02-24,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,Cogitate-consortium,iEEG-data-release,mixed,False
Cogitate-consortium/cogitate-msp1,2025-02-06,"[{'file': 'coglib/bayesFactor/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'coglib/ieeg/plotting_uniformization/requirements.txt', 'version': None, 'extracted_version': None}]",n/a,"{'image': 11, 'surface': 2, 'regions': 2, 'plotting': 4, 'glm': 2, 'input_data': 9, 'decoding': 4}","{'smooth_img': 2, 'image': 13, 'load_img': 2, 'vol_to_surf': 4, 'Parcellations': 2, '_get_faces_on_edge': 4, 'non_parametric_inference': 2, 'nilearn': 11, 'plot_stat_map': 1, 'plotting': 4, 'show': 2, 'plot_img': 1, 'index_img': 14, 'NiftiMasker': 10}",12,0,False,True,True,True,Cogitate-consortium,cogitate-msp1,python,False
SKHAB0/Transformer_based_AE_fMRI,2024-03-21,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",n/a,{'plotting': 6},n/a,6,0,False,True,False,True,SKHAB0,Transformer_based_AE_fMRI,python,False
lab-midas/tcia-lesions,2021-06-11,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",n/a,{'image': 1},n/a,0,1,False,True,False,True,lab-midas,tcia-lesions,notebook,False
lab-midas/TCIA_processing,2022-06-03,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'image': 1},n/a,1,0,True,True,False,True,lab-midas,TCIA_processing,python,False
lab-midas/autoPET,2024-05-14,"[{'file': 'nnUNet_baseline/requirements.txt', 'version': None, 'extracted_version': None}]",n/a,{'image': 2},n/a,2,0,False,True,False,True,lab-midas,autoPET,python,False
GrzegorzSzczepanek/Lie-Detector,2025-02-23,"[{'file': 'classificators_and_data/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'classificators_and_data/neural_networks/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'classificators_and_data/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'experiment/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'classificators_and_data/poetry.lock', 'version': 'full = [""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io (>=0.2.4)"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.0)"", ""pyqt6-qt6 (!=6.6.0,!=6.7.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}, {'file': 'experiment/poetry.lock', 'version': 'full = [""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.1)"", ""pyqt6-qt6 (!=6.6.1,!=6.6.2,!=6.6.3)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,GrzegorzSzczepanek,Lie-Detector,mixed,False
JacquesStout/DTC_private,2024-07-07,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",n/a,"{'input_data': 1, 'interfaces': 1, 'connectome': 1}","{'NiftiLabelsMasker': 1, 'load_confounds': 1, 'ConnectivityMeasure': 2}",1,0,False,True,True,True,JacquesStout,DTC_private,python,False
kkorolev1/as_dla,2023-12-16,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,n/a,n/a,0,0,True,False,False,True,kkorolev1,as_dla,mixed,False
SIMEXP/fmriprep-denoise-benchmark,2024-01-23,"[{'file': 'binder/requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.9.1,"{'datasets': 1, 'maskers': 1, 'signal': 1, 'interfaces': 1, 'connectome': 2, 'image': 1, 'plotting': 2}","{'NiftiLabelsMasker': 1, 'NiftiMapsMasker': 1, 'load_confounds': 1, 'load_confounds_strategy': 1, 'clean': 1, 'vec_to_sym_matrix': 1, 'index_img': 2, 'find_probabilistic_atlas_cut_coords': 3, 'ConnectivityMeasure': 1, '_reorder_matrix': 1}",7,0,True,True,True,True,SIMEXP,fmriprep-denoise-benchmark,python,False
SIMEXP/ad_sz,2023-09-22,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.9.2\n', 'extracted_version': '0.9.2'}]",0.9.2,"{'connectome': 1, 'maskers': 3, 'datasets': 2, 'masking': 1, 'plotting': 2, 'image': 4}","{'fetch_atlas_basc_multiscale_2015': 1, 'datasets': 2, 'fetch_development_fmri': 1, 'compute_multi_epi_mask': 1, 'plot_roi': 3, 'fetch_icbm152_brain_gm_mask': 1, 'resample_to_img': 3, 'math_img': 1, 'NiftiMasker': 4, 'NiftiLabelsMasker': 2}",0,1,True,True,True,True,SIMEXP,ad_sz,notebook,False
SIMEXP/fmriprep-reproducibility,2022-05-03,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.0\n', 'extracted_version': '0.9.0'}]",0.9.0,"{'plotting': 3, 'input_data': 1}","{'plot_img': 2, 'plotting': 3, 'view_img': 1}",2,1,True,True,True,True,SIMEXP,fmriprep-reproducibility,mixed,False
SIMEXP/rs-autoregression-prediction,2025-02-25,"[{'file': 'env/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,"{'signal': 1, 'connectome': 5, 'image': 3, 'maskers': 3, 'plotting': 3}","{'clean': 1, 'signal': 1, 'sym_matrix_to_vec': 2, 'ConnectivityMeasure': 4}",7,0,True,True,True,True,SIMEXP,rs-autoregression-prediction,python,False
SIMEXP/hpc_schizo,2017-06-21,[],n/a,n/a,n/a,0,0,False,False,False,False,SIMEXP,hpc_schizo,mixed,False
SIMEXP/dynamic-states-parcellations,2020-02-22,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.1\n', 'extracted_version': '0.6.1'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.6.1,"{'plotting': 2, 'signal': 1, 'masking': 2, 'input_data': 2, 'image': 2, 'regions': 1, 'datasets': 1}","{'resample_to_img': 1, 'NiftiMasker': 2, 'clean': 2, 'plot_stat_map': 2, 'plotting': 2, 'unmask': 4, 'connected_label_regions': 1, 'coord_transform': 1, 'fetch_nyu_rest': 1, 'datasets': 2, 'fetch_atlas_basc_multiscale_2015': 1}",3,1,True,True,True,True,SIMEXP,dynamic-states-parcellations,mixed,False
SIMEXP/giga_auto_qc,2023-12-08,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, 'masking': 1}","{'intersect_masks': 1, '_load_mask_img': 1, 'load_img': 2, 'resample_to_img': 1}",1,0,True,True,True,True,SIMEXP,giga_auto_qc,python,False
SIMEXP/ukbb_scaling_reports,2025-02-04,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'binder/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,SIMEXP,ukbb_scaling_reports,mixed,False
Bronte-Mckeown/mDES_States,2023-10-21,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",n/a,"{'plotting': 3, 'datasets': 6, 'surface': 3, 'maskers': 3}","{'fetch_surf_fsaverage': 3, 'datasets': 6, 'load_surf_mesh': 6, 'surface': 9, 'vol_to_surf': 3, 'plot_surf_stat_map': 3, 'plotting': 3, 'fetch_atlas_yeo_2011': 3, 'NiftiLabelsMasker': 3, 'maskers': 3}",6,0,False,True,True,True,Bronte-Mckeown,mDES_States,python,False
pyhrf/scipy2017-notebook,2017-06-29,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 1, 'image': 2, 'input_data': 1, 'datasets': 1}","{'load_img': 7, 'NiftiMasker': 1, 'resample_img': 1, 'mean_img': 1, 'image': 1, 'plot_epi': 1, 'plot_roi': 2, 'fetch_neurovault_ids': 1, 'new_img_like': 1, 'plot_stat_map': 2}",0,1,True,True,True,True,pyhrf,scipy2017-notebook,notebook,False
amennen/greenEyes_BIDS,2020-06-27,[],n/a,"{'image': 38, 'plotting': 21, 'masking': 14, 'input_data': 7}","{'apply_mask': 27, 'new_img_like': 8, 'NiftiMasker': 13}",3,4,False,True,True,True,amennen,greenEyes_BIDS,mixed,False
amennen/greenEyes_offline,2022-01-30,[],n/a,"{'image': 307, 'plotting': 188, 'masking': 122, 'input_data': 64}","{'apply_mask': 6, 'NiftiMasker': 4, 'intersect_masks': 2, 'load_img': 7, 'resample_to_img': 4, 'index_img': 2, 'image': 4, 'plot_roi': 5, 'plot_img': 1, 'plotting': 2, 'iter_img': 1, 'plot_stat_map': 1, 'plot_anat': 1}",40,23,False,True,True,True,amennen,greenEyes_offline,mixed,False
amennen/neu350,2020-04-02,[],n/a,{'signal': 2},{'clean': 2},0,2,False,True,True,True,amennen,neu350,notebook,True
amennen/penn_plotting_additions,2020-12-31,[],n/a,"{'image': 16, 'masking': 9, 'plotting': 8, 'input_data': 6, 'connectome': 2}","{'masking': 6, 'nilearn': 6, 'NiftiLabelsMasker': 2}",7,0,False,True,True,True,amennen,penn_plotting_additions,python,False
amennen/faceMatching,2019-09-17,[],n/a,{'masking': 1},{'apply_mask': 1},1,0,False,True,True,True,amennen,faceMatching,python,False
amennen/amygActivation,2021-02-19,[],n/a,"{'image': 3, 'plotting': 3, 'masking': 2}","{'resample_to_img': 1, 'apply_mask': 1}",3,0,False,True,True,True,amennen,amygActivation,python,False
ShuangyiTong/Phasic-and-tonic-pain-serve-distinct-functions-during-adaptive-behaviour,2025-02-16,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,"{'image': 1, 'plotting': 1}","{'index_img': 1, 'plot_stat_map': 1}",1,0,True,True,True,True,ShuangyiTong,Phasic-and-tonic-pain-serve-distinct-functions-during-adaptive-behaviour,python,False
Xiaoyi-Shi/Image_proj,2025-04-07,[],n/a,"{'surface': 2, 'plotting': 1}","{'PolyMesh': 2, 'surface': 6, 'load_surf_mesh': 2, 'PolyData': 2, 'view_surf': 1, 'plotting': 1}",1,0,False,True,True,True,Xiaoyi-Shi,Image_proj,python,False
rdh1115/adni-graph-modelling,2025-02-22,[],n/a,{'plotting': 3},"{'plot_matrix': 3, 'plotting': 3}",1,1,False,True,True,True,rdh1115,adni-graph-modelling,mixed,False
houleyemballo/AerialCactusIdentification,2021-12-30,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0.8.1,n/a,n/a,0,0,True,False,False,True,houleyemballo,AerialCactusIdentification,mixed,False
PSY6983-2021/picard_project,2021-08-27,"[{'file': 'scripts/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}]",0.8.0,"{'masking': 2, 'input_data': 1, 'image': 2, 'plotting': 1}","{'NiftiMasker': 1, 'resample_img': 1, 'apply_mask': 1, 'unmask': 2, 'view_img': 1, 'plotting': 2, 'view_img_on_surf': 1}",2,1,True,True,True,True,PSY6983-2021,picard_project,mixed,False
r03ert0/My-Random-Notebooks,2020-07-27,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 1},n/a,0,1,True,True,False,True,r03ert0,My-Random-Notebooks,notebook,False
fishtree-attempt/SDC-BIDS-fMRI,2022-11-15,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.0\n', 'extracted_version': '0.7.0'}, {'file': 'binder/environment.yml', 'version': '  - nilearn=0.7.1\n', 'extracted_version': '0.7.1'}]",several_versions_detected,"{'image': 5, 'plotting': 5, 'signal': 2, 'datasets': 1, 'regions': 1}","{'load_img': 11, 'image': 25, 'plot_anat': 12, 'plotting': 28, 'view_img': 2, 'math_img': 10, 'clean_img': 1, 'plot_epi': 6, 'clean': 1, 'signal': 1, 'resample_to_img': 3, 'fetch_atlas_yeo_2011': 1, 'datasets': 1, 'plot_roi': 8, 'connected_label_regions': 1}",0,5,True,True,True,True,fishtree-attempt,SDC-BIDS-fMRI,notebook,False
rubykong/atlasreader,2025-04-04,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 2, 'plotting': 1, '_utils': 1, 'regions': 1}","{'check_niimg': 7, 'iter_img': 2, 'image': 11, 'index_img': 2, 'new_img_like': 3, 'threshold_img': 1, 'connected_regions': 1, 'concat_imgs': 1, 'math_img': 2, 'cm': 1, 'plotting': 3, 'plot_glass_brain': 1, 'plot_stat_map': 1, 'crop_img': 1}",2,0,True,True,True,True,rubykong,atlasreader,python,True
rubykong/afids-utils,2024-03-15,"[{'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '>=0.10.1', 'extracted_version': '0.10.1'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",several_versions_detected,{'plotting': 4},"{'LYRZProjector': 5, 'plot_markers': 1, 'plotting': 3, 'view_img': 1, 'html_stat_map': 1, 'StatMapView': 4}",2,0,True,True,True,True,rubykong,afids-utils,python,True
rubykong/cbig_network_correspondence,2025-02-14,"[{'file': 'pyproject.toml', 'version': '0.10.4', 'extracted_version': '0.10.4'}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",several_versions_detected,"{'plotting': 1, 'image': 1}","{'plot_surf': 8, 'plotting': 11, 'load_img': 6, 'image': 9, 'new_img_like': 3, 'plot_roi': 3}",1,0,True,True,True,True,rubykong,cbig_network_correspondence,python,False
rubykong/fmri-findviz,2025-03-17,"[{'file': 'pyproject.toml', 'version': '0.10.4', 'extracted_version': '0.10.4'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",several_versions_detected,"{'masking': 1, 'glm': 1, 'image': 3, 'signal': 1}","{'unmask': 1, 'masking': 2, 'apply_mask': 1, 'compute_regressor': 2, 'reorder_img': 3, 'butterworth': 1, 'smooth_img': 1, 'index_img': 1}",5,0,True,True,True,True,rubykong,fmri-findviz,python,True
clayspacelab/popeye_model_fit,2025-03-12,[],n/a,{'plotting': 7},"{'plot_anat': 1, 'plotting': 1}",4,3,False,True,True,True,clayspacelab,popeye_model_fit,mixed,False
